Fri Jun 18 01:13:09 2021    output.dat

         298323675 function calls (280643773 primitive calls) in 290.736 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1593    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\stride_tricks.py:25(_maybe_view_as_subclass)
     1593    0.045    0.000    0.071    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\stride_tricks.py:38(as_strided)
     1593    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\shape_base.py:263(_apply_along_axis_dispatcher)
     1593    0.079    0.000    0.359    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\shape_base.py:267(apply_along_axis)
     1593    0.005    0.000    0.372    0.000 <__array_function__ internals>:2(apply_along_axis)
     1593    0.004    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:954(is_datetime64_ns_dtype)
     1593    0.009    0.000    0.305    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1315(try_datetime)
     1593    0.004    0.000    0.005    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:2240(_maybe_coerce_values)
     1593    0.004    0.000    0.066    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\signal\signaltools.py:2013(<lambda>)
     1593    0.075    0.000    0.543    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\signal\signaltools.py:1842(lfilter)
     1593    0.003    0.000    0.018    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\signal\signaltools.py:4096(_validate_x)
     1593    0.288    0.000    0.288    0.000 {built-in method pandas._libs.tslib.array_to_datetime}
     1593    0.001    0.000    0.001    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
     1593    0.001    0.000    0.001    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
     1593    0.024    0.000    0.024    0.000 {built-in method numpy.core._multiarray_umath.correlate}
     1593    0.002    0.000    0.002    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      964    0.000    0.000    0.000    0.000 {method 'isoweekday' of 'datetime.date' objects}
      904    0.005    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:838(text)
      861    0.004    0.000    0.011    0.000 {method 'close' of '_io.BufferedReader' objects}
      860    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
      857    0.044    0.000    0.044    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:220(__init__)
      857    0.019    0.000    0.028    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:302(makefile)
      857    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:487(_decref_socketios)
      857    0.002    0.000    0.034    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:493(_real_close)
      857    0.002    0.000    0.036    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:497(close)
      857    0.007    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:678(__init__)
      857    0.005    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:767(close)
      857    0.006    0.000    0.071    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:936(getaddrinfo)
      857    0.001    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:148(username)
      857    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:186(_userinfo)
      857    0.001    0.000    0.014    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:333(geturl)
      857    0.004    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:636(unquote)
      857    0.003    0.000    0.011    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:810(quote)
      857    0.004    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:881(quote_from_bytes)
      857    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:903(urlencode)
      857    0.002    0.000    0.005    0.000 <string>:1(<lambda>)
      857    0.005    0.000    0.027    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\request.py:2654(getproxies_registry)
      857    0.003    0.000    0.562    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\request.py:2699(getproxies)
      857    0.020    0.000    0.280    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:204(parse_headers)
      857    0.007    0.000    0.034    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:237(__init__)
      857    0.016    0.000    8.323    0.010 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:267(_read_status)
      857    0.022    0.000    8.639    0.010 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:300(begin)
      857    0.002    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:377(_check_close)
      857    0.002    0.000    0.012    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:406(_close_conn)
      857    0.003    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:411(close)
      857    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:423(flush)
      857    0.008    0.000    0.058    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:444(read)
      857    0.012    0.000    0.049    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:476(readinto)
      857    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:784(_get_content_length)
      857    0.010    0.000    0.016    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:816(__init__)
      857    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:862(_get_hostport)
      857    0.005    0.000    0.048    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:926(close)
      857    0.006    0.000    0.657    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:940(send)
      857    0.005    0.000    0.663    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:999(_send_output)
      857    0.019    0.000    0.058    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1053(putrequest)
      857    0.001    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1180(_encode_request)
      857    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1184(_validate_method)
      857    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1193(_validate_path)
      857    0.001    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1201(_validate_host)
      857    0.003    0.000    0.666    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1237(endheaders)
      857    0.003    0.000    0.846    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1250(request)
      857    0.025    0.000    0.843    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1255(_send_request)
      857    0.008    0.000    8.682    0.010 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1301(getresponse)
      857    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\parser.py:17(__init__)
      857    0.009    0.000    0.240    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\parser.py:41(parse)
      857    0.009    0.000    0.249    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\parser.py:59(parsestr)
      857    0.007    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:53(__init__)
      857    0.004    0.000    0.008    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:70(close)
      857    0.007    0.000    0.021    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:101(push)
      857    0.010    0.000    0.022    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:139(__init__)
      857    0.003    0.000    0.169    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:173(feed)
      857    0.003    0.000    0.038    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:184(close)
      857    0.003    0.000    0.005    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:197(_new_message)
      857    0.002    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:210(_pop_message)
      857    0.020    0.000    0.047    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:471(_parse_headers)
      857    0.005    0.000    0.010    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:213(get_payload)
      857    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:303(set_payload)
      857    0.004    0.000    0.013    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:459(<listcomp>)
      857    0.002    0.000    0.015    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:451(items)
      857    0.005    0.000    0.013    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:74(__init__)
      857    0.025    0.000    0.183    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:168(__init__)
      857    0.009    0.000    0.042    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:222(_new_conn)
      857    0.004    0.000    0.063    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:243(_get_conn)
      857    0.003    0.000    0.023    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:282(_put_conn)
      857    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:310(_validate_conn)
      857    0.045    0.000    9.654    0.011 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:357(_make_request)
      857    0.013    0.000    0.152    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:479(close)
      857    0.037    0.000   10.091    0.012 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:518(urlopen)
      857    0.002    0.000    0.008    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:1052(_normalize_host)
      857    0.009    0.000    0.030    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\queue.py:34(__init__)
      857    0.012    0.000    0.029    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:110(__init__)
      857    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:146(host)
      857    0.011    0.000    0.572    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:156(_new_conn)
      857    0.005    0.000    0.008    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:187(_is_using_tunnel)
      857    0.004    0.000    0.012    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:191(_prepare_conn)
      857    0.007    0.000    0.591    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:199(connect)
      857    0.005    0.000    0.064    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:203(putrequest)
      857    0.010    0.000    0.888    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:226(request)
      857    0.018    0.000    0.561    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\connection.py:38(create_connection)
      857    0.002    0.000    0.032    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\connection.py:101(_set_socket_options)
      857    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\connection.py:109(allowed_gai_family)
      857    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\request.py:98(set_file_position)
      857    0.006    0.000    0.020    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\response.py:40(assert_header_parsing)
      857    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\retry.py:430(_is_method_retryable)
      857    0.003    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\retry.py:450(is_retry)
      857    0.003    0.000    0.015    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\timeout.py:165(from_float)
      857    0.005    0.000    0.070    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\url.py:320(_encode_target)
      857    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\timeout.py:195(start_connect)
      857    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\timeout.py:238(read_timeout)
      857    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\proxy.py:4(connection_requires_http_tunnel)
      857    0.008    0.000    0.009    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\_collections.py:54(__getitem__)
      857    0.005    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\_collections.py:61(__setitem__)
      857    0.008    0.000    0.033    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\_collections.py:141(__init__)
      857    0.008    0.000    0.022    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\_collections.py:231(extend)
      857    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\queue.py:12(_init)
      857    0.017    0.000    0.041    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:195(__init__)
      857    0.003    0.000    0.026    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:275(release_conn)
      857    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:343(<listcomp>)
      857    0.008    0.000    0.014    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:317(_init_length)
      857    0.003    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:369(_init_decoder)
      857    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:392(_decode)
      857    0.014    0.000    0.123    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:481(read)
      857    0.015    0.000    0.112    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:581(from_httplib)
      857    0.001    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:617(getheader)
      857    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:635(closed)
      857    0.029    0.000    0.037    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:78(_default_key_normalizer)
      857    0.005    0.000    0.157    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:173(<lambda>)
      857    0.010    0.000    0.195    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:188(_new_pool)
      857    0.004    0.000    0.272    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:224(connection_from_host)
      857    0.006    0.000    0.266    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:247(connection_from_context)
      857    0.008    0.000    0.221    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:262(connection_from_pool_key)
      857    0.005    0.000    0.419    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:286(connection_from_url)
      857    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:302(_merge_pool_kwargs)
      857    0.007    0.000    0.044    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:48(proxy_bypass_registry)
      857    0.006    0.000    0.582    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:87(proxy_bypass)
      857    0.020    0.000    0.187    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:169(get_netrc_auth)
      857    0.002    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:461(_parse_content_type_header)
      857    0.004    0.000    0.010    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:486(get_encoding_from_headers)
      857    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:529(iter_slices)
      857    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:580(unquote_unreserved)
      857    0.003    0.000    0.018    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:604(requote_uri)
      857    0.003    0.000    0.015    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:717(<lambda>)
      857    0.015    0.000    0.652    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:709(should_bypass_proxies)
      857    0.004    0.000    1.219    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:770(get_environ_proxies)
      857    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:808(default_user_agent)
      857    0.007    0.000    0.040    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:817(default_headers)
      857    0.008    0.000    0.029    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:921(get_auth_from_url)
      857    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\_internal_utils.py:30(unicode_is_ascii)
      857    0.002    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1287(_cookies_for_request)
      857    0.002    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1294(_cookie_attrs)
      857    0.010    0.000    0.031    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1353(add_cookie_header)
      857    0.004    0.000    0.011    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1731(clear_expired_cookies)
      857    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:81(get_new_headers)
      857    0.006    0.000    0.063    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:135(get_cookie_header)
      857    0.004    0.000    0.009    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:61(path_url)
      857    0.006    0.000    0.018    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:82(_encode_params)
      857    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:184(<genexpr>)
      857    0.004    0.000    0.009    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:175(register_hook)
      857    0.006    0.000    0.009    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:226(__init__)
      857    0.014    0.000   13.621    0.016 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\api.py:16(request)
      857    0.016    0.000   13.638    0.016 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\api.py:64(get)
      857    0.004    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:293(__init__)
      857    0.009    0.000    0.453    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:310(prepare)
      857    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:342(prepare_method)
      857    0.017    0.000    0.254    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:358(prepare_url)
      857    0.015    0.000    0.066    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:444(prepare_headers)
      857    0.005    0.000    0.011    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:455(prepare_body)
      857    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:524(prepare_content_length)
      857    0.003    0.000    0.032    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:537(prepare_auth)
      857    0.003    0.000    0.066    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:559(prepare_cookies)
      857    0.002    0.000    0.011    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:579(prepare_hooks)
      857    0.012    0.000    0.053    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:599(__init__)
      857    0.002    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:710(is_redirect)
      857    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:732(iter_content)
      857    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\hooks.py:23(dispatch_hook)
      857    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:81(merge_hooks)
      857    0.002    0.000    0.008    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:98(get_redirect_target)
      857    0.003    0.000    0.021    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:144(resolve_redirects)
      857    0.016    0.000    0.185    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:362(__init__)
      857    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:424(__enter__)
      857    0.002    0.000    0.193    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:427(__exit__)
      857    0.022    0.000    0.835    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:430(prepare_request)
      857    0.021    0.000   13.228    0.015 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:470(request)
      857    0.001    0.000    0.023    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:677(<listcomp>)
      857    0.031    0.000   11.099    0.013 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:626(send)
      857    0.012    0.000    1.264    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:701(merge_environment_settings)
      857    0.004    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:730(get_adapter)
      857    0.005    0.000    0.192    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:744(close)
      857    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:203(cert_verify)
      857    0.013    0.000    0.161    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:255(build_response)
      857    0.007    0.000    0.494    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:292(get_connection)
      857    0.006    0.000    0.063    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:329(request_url)
      857    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:358(add_headers)
      857    0.027    0.000   10.848    0.013 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:394(send)
      857    0.001    0.000    0.001    0.000 {built-in method time.monotonic}
      857    0.002    0.000    0.002    0.000 {method 'write' of '_io.StringIO' objects}
      857    0.005    0.000    0.024    0.000 {method 'readinto' of '_io.BufferedReader' objects}
      857    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x000000A963284790}
      857    0.002    0.000    0.002    0.000 {method 'rstrip' of 'bytes' objects}
      857    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      857    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      857    0.001    0.000    0.001    0.000 {method 'tobytes' of 'memoryview' objects}
      857    0.002    0.000    0.002    0.000 {method 'pop' of 'collections.OrderedDict' objects}
      857    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
      857    0.002    0.000    0.002    0.000 {method 'Close' of 'PyHKEY' objects}
      857    0.038    0.000    0.043    0.000 {built-in method _socket.getaddrinfo}
      857    0.032    0.000    0.032    0.000 {function socket.close at 0x000000A9515A9F70}
      857    0.375    0.000    0.375    0.000 {method 'connect' of '_socket.socket' objects}
