symbol,maxBalance,signal,wrSl,profitPerDay,maxLimit,maxSlLimit,wr
9233,1.2980904992860247,0,0.5111111111111111,0.010468471768435683,-0.83755,10.0,0.7777777777777778
OCFCP,1.2976156708621196,0,0.45454545454545453,0.013107228998607268,-0.96099,0.11,0.6
HIPO,1.2975756480575311,0,0.2727272727272727,0.04634198743062611,-1.883,0.5,1.0
DWSN,1.2974604950330721,0,0.5,0.037070299858087775,-1.79227,0.1,1.0
8035,1.2973888718006172,0,0.1523809523809524,0.010634335014759157,-0.8445,120.0,0.6
NPAB,1.2973502910577663,0,0.7272727272727273,0.007499134630391713,-0.50429,0.08,1.0
3996,1.297250391039487,0,0.6666666666666666,0.05189001564157948,-1.883,58.0,0.5
6844,1.2972199804742612,0,0.23333333333333334,0.016847012733431962,-1.01382,10.0,0.8
FKWL,1.2970768920530442,0,0.6,0.14411965467256047,-2.07548,0.03,1.0
IEFA,1.2970459912829164,0,0.5862068965517241,0.00894514476746839,-0.78061,1.2,0.75
OLLI,1.2970442487528642,0,0.55,0.04323480829176214,-1.87182,0.75,0.6666666666666666
4384,1.296946538787473,0,0.6666666666666666,0.08105915867421706,-2.00037,87.0,0.5
5199,1.296696138456172,0,1.0,0.2593392276912344,-2.14824,31.0,0
PMD,1.2962296887471492,0,0.6,0.06481148443735746,-1.97471,0.15,0.6666666666666666
7250,1.296153864006961,0,0.5714285714285714,0.05184615456027844,-1.883,8.0,1.0
RC,1.2961420467251943,0,0.3516483516483517,0.008938910667070305,-0.78061,0.12,0.75
CINF,1.2958477452296795,0,0.08270676691729323,0.008936881001583996,-0.78061,0.05,1.0
PCF,1.2957761936044958,0,0.45652173913043476,0.008814804038125823,-0.77962,0.12,0.75
