,xt_va_z
1278,0.40022031502595706
1279,0.3342449855192734
1280,0.2990004371913753
1281,0.28848293476005515
1282,0.2938716788676118
1283,0.30852240552562227
1284,0.331934482471934
1285,0.361069924169223
1286,0.39049698369312585
1287,0.414301151231418
1288,0.4286066639674898
1289,0.4326318497337505
1290,0.42980868886231355
1291,0.42499655395009645
1292,0.4234042038938055
1293,0.43441899336092915
1294,0.46695127666440933
1295,0.5292931139575792
1296,0.6174238351245137
1297,0.7148428191340438
1298,0.798614758298583
1299,0.851839394192841
1300,0.8723320750442534
1301,0.8723520772062987
1302,0.8649357363849735
1303,0.861341967021543
1304,0.8641694611688658
1305,0.8736638302684392
1306,0.8913497742025334
1307,0.914280391067253
1308,0.9379011780491935
1309,0.9569518514349842
1310,0.9993038566627721
1311,1.0659280579502446
1312,1.1390235348377609
1313,1.1915961564329973
1314,1.196277841356249
1315,1.1593373595366099
1316,1.099490389763968
1317,1.0346642581354448
1318,0.9754721187819623
1319,0.9239894636443718
1320,0.8841731239451661
1321,0.8612900828909694
1322,0.8581117600949224
1323,0.8715569646941091
1324,0.8943546129363865
1325,0.9181186406984667
1326,0.9377213415605757
1327,0.9504097699711052
1328,0.955589006348538
1329,0.9544009372352967
1330,0.9509773704463413
1331,0.9495236109289744
1332,0.9547767725077136
1333,0.967952534671354
1334,0.9841400810340442
1335,0.9925040698189809
1336,0.9847012963614592
1337,0.9618068397299266
1338,0.9288408306534606
1339,0.8954471006146945
1340,0.8633298951435744
1341,0.8295667007712563
1342,0.7894289422101656
1343,0.7386466559763912
1344,0.6780287261889744
1345,0.6127684794486576
1346,0.5492851893884972
1347,0.4901720912968838
1348,0.430672469511613
1349,0.363652742730601
1350,0.28691531916497565
1351,0.20422457366196328
1352,0.12461131493653155
1353,0.060516560993465605
1354,0.021015917563857935
1355,0.007049246119806768
1356,0.013578210472496997
1357,0.03095755856651152
1358,0.04916448838925101
1359,0.062575856673013
1360,0.0728879310254068
1361,0.08380763364359325
1362,0.09618192727249981
1363,0.10514017080164603
1364,0.0992518379599286
1365,0.07371064067997421
1366,0.03331020883517756
1367,-0.013526411725572526
1368,-0.05984439188319468
1369,-0.10273386687745938
1370,-0.147950055642411
1371,-0.20096371907276184
1372,-0.2619042632426697
1373,-0.3237943001019191
1374,-0.37620816146906816
1375,-0.41183673486325556
1376,-0.4271905465708393
1377,-0.4221636920104487
1378,-0.39733450812584437
1379,-0.35736736581406586
1380,-0.3089471155221758
1381,-0.20276889529210246
1382,0.011443188031332952
1383,0.35231459960724365
1384,0.7845145045114821
1385,1.2146008913777142
1386,1.5050871584746113
1387,1.5575104564421103
1388,1.3578943780444395
1389,0.9773307805099083
1390,0.5448921812992248
1391,0.17031440735044204
1392,-0.09407013591700238
1393,-0.255191095485931
1394,-0.35185656389952114
1395,-0.41722932192825696
1396,-0.47025454764782404
1397,-0.5130143962011363
1398,-0.544546240964056
1399,-0.5679788068882574
1400,-0.5854706669888524
1401,-0.5986552930661244
1402,-0.6065474116669712
1403,-0.6056263163173351
1404,-0.596245807091158
1405,-0.5800720426385961
1406,-0.5578229827604556
1407,-0.5349493904886172
1408,-0.5102694772250759
1409,-0.48145642422185475
1410,-0.44736389795910414
1411,-0.40693141622250695
1412,-0.3643117167814473
1413,-0.3234798361400456
1414,-0.2875616030016038
1415,-0.257339961680105
1416,-0.23258254322971156
1417,-0.21648237285186656
1418,-0.21201863528363712
1419,-0.21965492909152212
1420,-0.23542369226572166
1421,-0.25110959002797967
1422,-0.25832848180419615
1423,-0.2530102740590796
1424,-0.23495196931497384
1425,-0.20654206970119054
1426,-0.17100409238573616
1427,-0.12999692407761326
1428,-0.08301645197973448
1429,-0.029758790408413012
1430,0.026548568788480453
1431,0.08095349151943487
1432,0.12588916925262705
1433,0.1543460713811895
1434,0.16277889256161152
1435,0.15529150300306876
1436,0.1369342862043136
1437,0.11088895726767412
1438,0.08076176453294973
1439,0.04946531315272601
1440,0.022950402608989114
1441,0.005935358417868489
1442,0.0002837487750787421
1443,0.006705336775811745
1444,0.024473152643106302
1445,0.05469150900983959
1446,0.09455626557838584
1447,0.1648327203521086
1448,0.2801572807136001
1449,0.4021060284528365
1450,0.47359385239697255
1451,0.442897676861131
1452,0.3046223065774921
1453,0.10697437593061206
1454,-0.08989480449278439
1455,-0.24111027519334885
1456,-0.33175268299464494
1457,-0.37153573388557337
1458,-0.3833732246528254
1459,-0.3854075453506152
1460,-0.38651898158508335
1461,-0.3881171746530552
1462,-0.38671524958719855
1463,-0.38303039134083317
1464,-0.3851614621403126
1465,-0.40165078420771555
1466,-0.4376108527186954
1467,-0.48909642665641045
1468,-0.5448911676941972
1469,-0.5965673159720091
1470,-0.636342032991231
1471,-0.664737595598754
1472,-0.6833955181163902
1473,-0.6933753654703787
1474,-0.696881639566648
1475,-0.6484723133829549
1476,-0.5046392280568139
1477,-0.24006181410443173
1478,0.13253233590957345
1479,0.48881282533251313
1480,0.6950473369706254
1481,0.6734599781309426
1482,0.43743377172785564
1483,0.09471462966360349
1484,-0.23368084830817484
1485,-0.4708672470389583
1486,-0.5992371087356112
1487,-0.6434179173046398
1488,-0.6366246453607314
1489,-0.605346693810068
1490,-0.565677349283869
1491,-0.5285220030589765
1492,-0.504492161508056
1493,-0.5008163889696917
1494,-0.5196377506117058
1495,-0.5550409810821371
1496,-0.5968823725486638
1497,-0.6360411099016245
1498,-0.6646677403571566
1499,-0.6799087892913033
1500,-0.6791779685530648
1501,-0.6639752640219759
1502,-0.6370415408327681
1503,-0.6031465042100482
1504,-0.5671939023096757
1505,-0.53180345998778
1506,-0.4949465144728683
1507,-0.45472491669218396
1508,-0.411522066023878
1509,-0.368179353087429
1510,-0.331139448842323
1511,-0.3015971547797275
1512,-0.24113673766969881
1513,-0.08954933808009843
1514,0.13746142198477082
1515,0.37386205141948387
1516,0.528128082711777
1517,0.5452256323520752
1518,0.4566954578275085
1519,0.3314459924499973
1520,0.23256856898929165
1521,0.18967056804983673
1522,0.19530681479070772
1523,0.22942028846698595
1524,0.2756495277471612
1525,0.32283731251838493
1526,0.3674982717962071
1527,0.4086547525720111
1528,0.44843262940068607
1529,0.5081988673903594
1530,0.6055535501181974
1531,0.7492853498289456
1532,0.9097213348084612
1533,1.0317797460785538
1534,1.0725995058120241
1535,1.0212221676525335
1536,0.9096898013641056
1537,0.783322335909731
1538,0.6729416306839744
1539,0.5860612967979272
1540,0.51022008243908
1541,0.43571764624941495
1542,0.36631398987150515
1543,0.3097886694320996
1544,0.2721583898487616
1545,0.25272048570697886
1546,0.23962759081167356
1547,0.21973354776971038
1548,0.1851529569587999
1549,0.13456573838449865
1550,0.06848968728312804
1551,-0.008393840606295078
1552,-0.09129605579547158
1553,-0.17530939617025415
1554,-0.2607793533626087
1555,-0.3518784136379067
1556,-0.44900928822817343
1557,-0.5485998656688919
1558,-0.6480584165430295
1559,-0.7107868386567497
1560,-0.7027276631410949
1561,-0.6012208244618924
1562,-0.45549333822231775
1563,-0.3539270723069926
1564,-0.3637013016755912
1565,-0.501227655311294
1566,-0.7229909035930445
1567,-0.9737134836993958
1568,-1.218200068356301
1569,-1.4465020162299205
1570,-1.663610340158143
1571,-1.8682580667870425
1572,-2.048256180029999
1573,-2.1885051395522757
1574,-2.2856724606910617
1575,-2.3495949137897867
1576,-2.3994456773767436
1577,-2.45145564243064
1578,-2.5185401863599735
1579,-2.6024872748278614
1580,-2.6955444411220335
1581,-2.7869120906253224
1582,-2.859512660253181
1583,-2.904223288628343
1584,-2.9170221220239023
1585,-2.900478206662323
1586,-2.8635356792266236
1587,-2.817800584146925
1588,-2.77475811290658
1589,-2.739295421255572
1590,-2.7101388718039154
1591,-2.685688089824443
1592,-2.665991657473639
1593,-2.653498001838499
1594,-2.6517537783268548
1595,-2.6599848380871216
1596,-2.6739800958457662
1597,-2.6863195516957963
1598,-2.685453310880397
1599,-2.6645914397014168
1600,-2.624031356578503
1601,-2.570930253527662
1602,-2.5161399843002057
1603,-2.4669070187034086
1604,-2.4255031100863196
1605,-2.3926147668939413
1606,-2.367224952515243
1607,-2.3503183558376888
1608,-2.3442838600818954
1609,-2.3508411254401027
1610,-2.3684796382486253
1611,-2.3938795745503065
1612,-2.4219364834368453
1613,-2.4448376542444046
1614,-2.4548448419753197
1615,-2.4447910339427823
1616,-2.4151887355689166
1617,-2.3729026185388133
1618,-2.3279866466907397
1619,-2.284400525710267
1620,-2.2409148855915935
1621,-2.195804516692134
1622,-2.1513786669017585
1623,-2.112342449275913
1624,-2.0792438342865243
1625,-2.049311955013551
1626,-2.016546168857508
1627,-1.9769388701375952
1628,-1.931009498467306
1629,-1.8800018517049828
1630,-1.8265759118372231
1631,-1.7684606633712185
1632,-1.6671356121379488
1633,-1.5035158071473813
1634,-1.3036641759629846
1635,-1.1193978233511461
1636,-1.0081918323442483
1637,-0.9858528176140755
1638,-1.023942921130231
1639,-1.0799614548985392
1640,-1.1051865059410007
1641,-1.0754683729227676
1642,-0.9953760461706569
1643,-0.8910684451231183
1644,-0.8050106743201668
1645,-0.75766802932002
1646,-0.7455012372002241
1647,-0.7486752270730506
1648,-0.7428145317046259
1649,-0.7184508776505851
1650,-0.6784003456938451
1651,-0.6302562332659108
1652,-0.5786570075779238
1653,-0.5230910697624159
1654,-0.4619712477509192
1655,-0.3933577235888238
1656,-0.31831726175905195
1657,-0.24123150299396925
1658,-0.16759061793535981
1659,-0.10250617850203561
1660,-0.04775570913115665
1661,-0.0012737569194025689
1662,0.03960439550947851
1663,0.07516032945383895
1664,0.10390685236434265
1665,0.1225913489526758
1666,0.1308998998313638
1667,0.13261629470098532
1668,0.12882945836477303
1669,0.11941100802024895
1670,0.10331318282463293
1671,0.08131150227893674
1672,0.05913165258942995
1673,0.043950045513490486
1674,0.042519508769602664
1675,0.0560433647697838
1676,0.07796985276709817
1677,0.09894395199204027
1678,0.1120271209010419
1679,0.11675182235717321
1680,0.11891205807838205
1681,0.12389915034692593
1682,0.1340971931102784
1683,0.14800977213498917
1684,0.15934052245958163
1685,0.1634434985053582
1686,0.1566942406273612
1687,0.13781865331645346
1688,0.10878193704795844
1689,0.07370167342106686
1690,0.03975111857791076
1691,0.01128480993960578
1692,-0.012118946573042213
1693,-0.03380987937651182
1694,-0.05886392054783642
1695,-0.08829691876741634
1696,-0.12053576767858702
1697,-0.15411745933373439
1698,-0.1872422031145388
1699,-0.2200255335667975
1700,-0.25374291248302755
1701,-0.2888438572590758
1702,-0.32530225585431605
1703,-0.36160015259732764
1704,-0.3944207254151634
1705,-0.4216346121576654
1706,-0.4366152955549378
1707,-0.43539826460081466
1708,-0.4184325886341062
1709,-0.38991824507715417
1710,-0.35925674939213137
1711,-0.3339797745381602
1712,-0.31525080820886453
1713,-0.29873383696114003
1714,-0.28005238506439245
1715,-0.2580257773350857
1716,-0.2345003818415377
1717,-0.21216916359398974
1718,-0.19188910277451515
1719,-0.17303696798316143
1720,-0.1553793377885509
1721,-0.13765652969858033
1722,-0.1183736196482978
1723,-0.09871834432407611
1724,-0.08053002368092352
1725,-0.0635108798948639
1726,-0.04741280289673012
1727,-0.03816462361173855
1728,-0.05289579344593749
1729,-0.1041562202941119
1730,-0.20134438953947226
1731,-0.34111193388945765
1732,-0.47430955298237587
1733,-0.5468166558960019
1734,-0.5231315764863862
1735,-0.40635685079790723
1736,-0.24272210426717272
1737,-0.08289337428691732
1738,0.03997422931483154
1739,0.11908234739108162
1740,0.1660988329339835
1741,0.19442892652069635
1742,0.21392555334964597
1743,0.22769478708618535
1744,0.2372265004181589
1745,0.24537686714640553
1746,0.2558875132441703
1747,0.2716501081003685
1748,0.29399923538393696
1749,0.3195749248018025
1750,0.3431444074543287
1751,0.36005632718745817
1752,0.3665450070227589
1753,0.3612127078545724
1754,0.3458770365180272
1755,0.3249621666176366
1756,0.30625621706094497
1757,0.2957216732020678
1758,0.293350501479995
1759,0.2957026337115084
1760,0.2948560609621566
1761,0.28381079693410916
1762,0.26181665972827306
1763,0.23336728593649786
1764,0.20619336906517433
1765,0.18753192858260048
1766,0.1806812579819347
1767,0.1837667614562907
1768,0.19218436572150682
1769,0.20110860801669084
1770,0.20657489905971987
1771,0.2073122926448296
1772,0.20555084510119465
1773,0.1686892105546122
1774,0.10123814541255367
1775,0.027646029811733037
1776,-0.017805662780458205
1777,-0.0008644726173489048
1778,0.06934277537148058
1779,0.16407125970807396
1780,0.2524066527085954
1781,0.3125202695177752
1782,0.34165256517646003
1783,0.34610187332136105
1784,0.33484227021864693
1785,0.3175563745870501
1786,0.3007117463403557
1787,0.28780187378489636
1788,0.2777456269709436
1789,0.2679948983186684
1790,0.2577613215370306
1791,0.22903293978761213
1792,0.1534315916453225
1793,0.04477082262941221
1794,-0.0593591541312148
1795,-0.11276254746459222
1796,-0.09026971180763904
1797,-0.012643595134630158
1798,0.08177559263188681
1799,0.16055405479842205
1800,0.21239021033085798
1801,0.2459523979623654
1802,0.2734607603454452
1803,0.30100089885757053
1804,0.3281718378893491
1805,0.3509288701917465
1806,0.36682971135332193
1807,0.3772964705390328
1808,0.3855700407186345
1809,0.39528216239890146
1810,0.4110663443552662
1811,0.4348071611218417
1812,0.46520152598311304
1813,0.471579532526643
1814,0.4448326242123956
1815,0.39381549593728515
1816,0.3413576890849237
1817,0.3170773681332372
1818,0.3238510146488073
1819,0.3492860663797087
1820,0.37607856568739473
1821,0.3930354945372089
1822,0.40043335128550933
1823,0.4027384597303687
1824,0.4023170422969352
1825,0.39968688542105696
1826,0.3944180261007035
1827,0.3869372918474997
1828,0.37853880999525635
1829,0.37105858486273247
1830,0.36645194981139195
1831,0.367427440508866
1832,0.3751833931001249
1833,0.38952699737556085
1834,0.40984025673242847
1835,0.4329326281942797
1836,0.4548566181084768
1837,0.47198745545413445
1838,0.4826569818692926
1839,0.4895226445603587
1840,0.49645572377107905
1841,0.5064923916205617
1842,0.5203740122539428
1843,0.5359446311010865
1844,0.5507993696052345
1845,0.5634386717592857
1846,0.5750778145419762
1847,0.587530631033385
1848,0.6021038732552327
1849,0.6196943163413401
1850,0.6398284173299914
1851,0.6606456816307175
1852,0.6810951830602584
1853,0.7005078604667916
1854,0.7198705753748895
1855,0.7381006585965426
1856,0.7523740809329085
1857,0.7604427973263927
1858,0.7621997702944858
1859,0.7603220892897042
1860,0.7581003893470702
1861,0.7586875051904199
1862,0.7632444978024153
1863,0.7719458481448382
1864,0.7834302679451438
1865,0.796619412295821
1866,0.8112590804386113
1867,0.8289567259420476
1868,0.8502324928729663
1869,0.8734429187319381
1870,0.8950319959249298
1871,0.9116571125893106
1872,0.9229760500770464
1873,0.9308435762857604
1874,0.9374189497902072
1875,0.944830674668711
1876,0.954373041211479
1877,0.9661611733165604
1878,0.9790323718420957
1879,0.9887998959544918
1880,0.9924196127435531
1881,0.988155574049566
1882,0.9765162355523828
1883,0.9240607774376617
1884,0.8321003813776795
1885,0.7228051676256011
1886,0.6294375857224236
1887,0.586047531481644
1888,0.5868431381065282
1889,0.6081568354876918
1890,0.6249671182681757
1891,0.622398394506401
1892,0.6035691002160452
1893,0.5775107053046116
1894,0.5530648990477112
1895,0.5342214834659048
1896,0.5214200435462752
1897,0.5126378011898899
1898,0.5063928236538094
1899,0.5012099160546217
1900,0.4744473923064419
1901,0.40201538062245634
1902,0.2725734871933224
1903,0.09948628440190824
1904,-0.07811833997921394
1905,-0.20133330130234653
1906,-0.22909317378973518
1907,-0.15638907646946312
1908,-0.012945473736230118
1909,0.15218685949653005
1910,0.30351667805793553
1911,0.4230743962871871
1912,0.506708085507413
1913,0.5598536915265171
1914,0.587506414489777
1915,0.596423031121674
1916,0.5921125323598162
1917,0.5782514124051502
1918,0.5585295421915684
1919,0.5359932967094811
1920,0.5137641968895574
1921,0.4948398666200732
1922,0.4813267252804443
1923,0.47388720326183975
1924,0.4722593828735014
1925,0.47455994701082516
1926,0.4770863493589344
1927,0.4785286593884672
1928,0.47843395064327837
1929,0.4777168174728292
1930,0.47788146998538644
1931,0.47962003311473705
1932,0.48436521615079675
1933,0.4911711252146899
1934,0.49841436273516554
1935,0.5035140788116644
1936,0.505083324073183
1937,0.5051656663312111
1938,0.5074500958019492
1939,0.5170246393237938
1940,0.5376845137226337
1941,0.5693888595761916
1942,0.6105041629240976
1943,0.6558831998478759
1944,0.6981892970514828
1945,0.7318965339102675
1946,0.756473662312112
1947,0.7744665458682161
1948,0.791766692470165
1949,0.812422582755184
1950,0.8386081983518613
1951,0.8697196007856768
1952,0.905140916337938
1953,0.9434111760474844
1954,0.9833575211983379
1955,1.021189044884186
1956,1.0506435178115612
1957,1.069486359786972
1958,1.079531639630888
1959,1.082764688925624
1960,1.0806796721001208
1961,1.0733968323415901
1962,1.0627403103457769
1963,1.0540250669452553
1964,1.0523615545391236
1965,1.061057208570872
1966,1.0530692058591886
1967,1.024853836781896
1968,0.9902993220567978
1969,0.9727785367253181
1970,0.9959188718951015
1971,1.0544309082982537
1972,1.1312561846787486
1973,1.209289992919079
1974,1.2800368628028025
1975,1.347445330275243
1976,1.4146538674751878
1977,1.4797409528514307
1978,1.538021430549674
1979,1.583970397600433
1980,1.6151771756592581
1981,1.6365901909034037
1982,1.6543446919939666
1983,1.673744014180388
1984,1.7006767888834258
1985,1.735007702267028
1986,1.776371353309603
1987,1.820972002745286
1988,1.8589675674354929
1989,1.8821635093458688
1990,1.884992035986269
1991,1.8643007618749983
1992,1.8208437454144633
1993,1.7574922777162705
1994,1.680771100739205
1995,1.6011098583926198
1996,1.52787993852757
1997,1.4656941199191214
1998,1.4103786471735595
1999,1.3362983432494686
2000,1.2135054350607697
2001,1.0300905806091802
2002,0.8119703211652421
2003,0.5980982083245632
2004,0.4525920727425662
2005,0.4168621433356575
2006,0.4911161766564371
2007,0.6372040094247285
2008,0.7871393633984829
2009,0.8875853175178214
2010,0.917319436240241
2011,0.8833700997216715
2012,0.810352733932038
2013,0.7236036093802248
2014,0.6411626110600274
2015,0.5740415889836666
2016,0.5247911665905874
2017,0.4910570355884885
2018,0.4695263105838009
2019,0.4608336789655369
2020,0.4658364195439094
2021,0.48459436844629594
2022,0.5162010052015754
2023,0.5571628711272012
2024,0.6015474264161653
2025,0.6388161522481987
2026,0.6606841529007085
2027,0.6649639719678121
2028,0.6567891569335577
2029,0.6440678412340296
2030,0.6312225179716167
2031,0.6213444699249477
2032,0.6175550404393533
2033,0.6194282689484673
2034,0.6253936276765277
2035,0.6299256879448757
2036,0.6281372617958605
2037,0.6203699973354956
2038,0.6108636530036515
2039,0.6052191632839768
2040,0.6080134073458158
2041,0.6210562485124227
2042,0.6404111519540934
2043,0.6605809077555562
2044,0.6752512450299726
2045,0.6818997584137337
2046,0.6840725031474653
2047,0.6869079176421351
2048,0.6929051176663161
2049,0.6986793748326203
2050,0.6976301094726864
2051,0.683513578396149
2052,0.6524186659380946
2053,0.6037214117112898
2054,0.5387575100655763
2055,0.4630846062231317
2056,0.3868416212718769
2057,0.31623982429785513
2058,0.25426561065373887
2059,0.19921040869985
2060,0.14846748785166608
2061,0.10553286042792198
2062,0.07201393712094782
2063,0.0473417934870687
2064,0.02833455694030231
2065,0.0119167052798232
2066,-0.0023667838892744444
2067,-0.013165523700587092
2068,-0.016218838171869532
2069,-0.009242963901787686
2070,0.005825852822226369
2071,0.024930851793196124
2072,0.040107006046656436
2073,0.043210659818535405
2074,0.027296252931555263
2075,-0.00858022821039835
2076,-0.06112116499809217
2077,-0.12309729125811812
2078,-0.18784750000930095
2079,-0.2530790326812151
2080,-0.3148630120267223
2081,-0.36927947858249544
2082,-0.41254074782762845
2083,-0.4423192825123654
2084,-0.460298025827543
2085,-0.4722862382413652
2086,-0.482986123426192
2087,-0.48687922509706905
2088,-0.4858856864830921
2089,-0.48376988982164965
2090,-0.48801802351355167
2091,-0.5105018288067154
2092,-0.5512999632063724
2093,-0.6027579016728934
2094,-0.6660915394215344
2095,-0.7438427998011885
2096,-0.8402771816982124
2097,-0.9507954189615994
2098,-1.0580662000335637
2099,-1.1483285354951505
2100,-1.2168850735989296
2101,-1.2712383321993106
2102,-1.3218120577014232
2103,-1.3727401377934534
2104,-1.4210181109888498
2105,-1.4602846716495228
2106,-1.4862752503932277
2107,-1.4992946041358883
2108,-1.5019647332625463
2109,-1.4978237141621142
2110,-1.4885371996472438
2111,-1.4754467986167465
2112,-1.4608794797196065
2113,-1.448090987470986
2114,-1.440555648141173
2115,-1.4396445570743708
2116,-1.4419391998083602
2117,-1.4389484582642396
2118,-1.4245618111886322
2119,-1.3998175859189033
2120,-1.3709824200886642
2121,-1.3434759035081625
2122,-1.3192514664510597
2123,-1.2936542082948097
2124,-1.2624346297860896
2125,-1.2265562034013235
2126,-1.1905379201055752
2127,-1.1591869688539063
2128,-1.1367498749087963
2129,-1.1222816056780691
2130,-1.111797057245306
2131,-1.1020759828653488
2132,-1.0933721346381895
2133,-1.0944153811935402
2134,-1.1145593569814733
2135,-1.1543488865923934
2136,-1.204110797895722
2137,-1.249313451328495
2138,-1.2789377345878208
2139,-1.2916685030686181
2140,-1.2657524433917255
2141,-1.1805418847773907
2142,-1.0591634116364153
2143,-0.9460424202770085
2144,-0.8897718793620196
2145,-0.9105895999667564
2146,-0.9831339631676661
2147,-1.0680794074027493
2148,-1.1380162913888885
2149,-1.1838778976943884
2150,-1.2096455118940905
2151,-1.218432756597075
2152,-1.2117043293567786
2153,-1.1890032042513998
2154,-1.1544312775059922
2155,-1.1154667202351682
2156,-1.080062066661548
2157,-1.052066123247744
2158,-1.030268633768155
2159,-1.0105591481738359
2160,-0.9661183121790564
2161,-0.871009096725966
2162,-0.7174716072829426
2163,-0.520749372700104
2164,-0.31926853894089646
2165,-0.17236977080290566
2166,-0.12047982184768435
2167,-0.1688745725858694
2168,-0.2869817114423686
2169,-0.41886155414247617
2170,-0.5196834423444339
2171,-0.5692600443708268
2172,-0.5709910357281689
2173,-0.543661807185664
2174,-0.5044872575047672
2175,-0.46393435419815754
2176,-0.4269531796387054
2177,-0.3929964978678945
2178,-0.3598476537744977
2179,-0.3282322663800373
2180,-0.3028257035309817
2181,-0.28831852044644446
2182,-0.28758423987822596
2183,-0.29898535789624275
2184,-0.3156330130615456
2185,-0.33017631195273467
2186,-0.33970406325459795
2187,-0.3457914851013365
2188,-0.3522595447692577
2189,-0.3616047354016474
2190,-0.37242738569822464
2191,-0.381252424135426
2192,-0.38539339015807855
2193,-0.383203831449675
2194,-0.3757947249444456
2195,-0.3638466042777429
2196,-0.3481509346080992
2197,-0.32935613508982925
2198,-0.30806545476393676
2199,-0.2857448954131388
2200,-0.26366436401726084
2201,-0.2443901688520417
2202,-0.2300605505824981
2203,-0.21836027977987893
2204,-0.20530919270886522
2205,-0.19189828874375647
2206,-0.18163890497096355
2207,-0.17747330142929812
2208,-0.18051174700794595
2209,-0.18700632458642416
2210,-0.19428424079588996
2211,-0.1988759466867257
2212,-0.20043943962029537
2213,-0.20260571514978318
2214,-0.20862186042694705
2215,-0.21827195568533933
2216,-0.22665551490919994
2217,-0.22720093831997348
2218,-0.21793162834066165
2219,-0.2029498012576126
2220,-0.18849640448747498
2221,-0.17926145412161268
2222,-0.1758854413425674
2223,-0.17848734986401893
2224,-0.18706882542228914
2225,-0.20027643555646552
2226,-0.21797338602264346
2227,-0.23922101796052325
2228,-0.26061222745107154
2229,-0.28038686004518276
2230,-0.29579219432375525
2231,-0.3080798076876097
2232,-0.3195274852917867
2233,-0.3293031726045136
2234,-0.3372883960922123
2235,-0.3410545399559256
2236,-0.33970674086597025
2237,-0.33370272091715697
2238,-0.3237409799550693
2239,-0.31467691796908387
2240,-0.31046352828466206
2241,-0.31136469552200186
2242,-0.31599391277790984
2243,-0.320533035726411
2244,-0.3223453935490707
2245,-0.3171286354730332
2246,-0.30091300512910235
2247,-0.26879586848079573
2248,-0.221242973795315
2249,-0.16414176333705371
2250,-0.10532624007793603
2251,-0.022358940412623894
2252,0.1128965315953266
2253,0.3153000331380666
2254,0.5704669031928532
2255,0.8285723081334784
2256,1.013568761284595
2257,1.0757293527613576
2258,1.0100137830291693
2259,0.8590572955718766
2260,0.6922749106758012
2261,0.5630998435219612
2262,0.49557070999636543
2263,0.4840874036485044
2264,0.5088183159939067
2265,0.5487614074414144
2266,0.5888326069081389
2267,0.6192456671429136
2268,0.6372772099016619
2269,0.6470385678722922
2270,0.6536541895179517
2271,0.6599567602134281
2272,0.6677459695316303
2273,0.6746048801542285
2274,0.6770287617969848
2275,0.6717776969782203
2276,0.6572613787162578
2277,0.6357559320482229
2278,0.6126978567305432
2279,0.5957068464644004
2280,0.5918521953395116
2281,0.6024748790327957
2282,0.6231253599144606
2283,0.6483918621269054
2284,0.672291674854748
2285,0.6919196549018567
2286,0.7075279494387507
2287,0.7219897825886186
2288,0.7391477693311724
2289,0.7626309476085061
2290,0.7918261709289437
2291,0.8324201041779986
2292,0.8814379334387354
2293,0.9296122047862255
2294,0.9694457273858191
2295,0.9931078120654897
2296,1.0024584101446201
2297,1.0017690849133096
2298,0.9965409025677623
2299,0.992146522790363
2300,0.9921314300617412
2301,0.9968231453300739
2302,1.0036678898121578
2303,1.0058216035087195
2304,0.9970914764467931
2305,0.9752404090559008
2306,0.940764513189117
2307,0.8971196952587555
2308,0.8509883210927984
2309,0.8091947659441875
2310,0.7773590231456966
2311,0.7650051905975455
2312,0.7679636775815049
2313,0.7756588439655208
2314,0.777774027219623
2315,0.7646433969449368
2316,0.7381633702363211
2317,0.7053842009318773
2318,0.6742379712339146
2319,0.6500408721326043
2320,0.6344778730777652
2321,0.6251339422351081
2322,0.6183676639198762
2323,0.6060041856358478
2324,0.5818045093627365
2325,0.5450133751676589
2326,0.4999837398077882
2327,0.45409886052762155
2328,0.412928038978975
2329,0.3804935926494968
2330,0.35810786089659336
2331,0.345406867526385
2332,0.34138076257405786
2333,0.34184520288502657
2334,0.3432185274205453
2335,0.3479018359120505
2336,0.3600778512359923
2337,0.3840802987099415
2338,0.4199093701129457
2339,0.4807057733885502
2340,0.5877928362335834
2341,0.7255209414037352
2342,0.8581290536611924
2343,0.9432162973045461
2344,0.9581455816733456
2345,0.9181640642552937
2346,0.8516156020318875
2347,0.78358072086116
2348,0.7274301637046712
2349,0.6829442175088182
2350,0.6511511535210143
2351,0.6403334538704433
2352,0.6581972933813995
2353,0.706733203716907
2354,0.7767476780259371
2355,0.8535594594842959
2356,0.9261026875670495
2357,0.993723130863075
2358,1.0596610297218192
2359,1.125993880299094
2360,1.191593076904767
2361,1.2497642328077074
2362,1.2927916731538323
2363,1.3190272226705446
2364,1.329460074464603
2365,1.326378148660139
2366,1.3118965434057963
2367,1.2887124195337365
2368,1.261075581815522
2369,1.2353508590927995
2370,1.21642146361794
2371,1.204433287472493
2372,1.1973938985875154
2373,1.194439082377594
2374,1.1962091565912814
2375,1.2062525831275928
2376,1.2228324013401015
2377,1.2381653114293498
2378,1.242868076995675
2379,1.2328265399260239
2380,1.2088360369882314
2381,1.175807486179474
2382,1.1414127510354488
2383,1.1130605128432127
2384,1.0935411633106937
2385,1.0843336104436827
2386,1.0825379544255793
2387,1.0820204401442042
2388,1.0786716737830921
2389,1.0706019730008633
2390,1.0572526541186087
2391,1.0410164262866197
2392,1.0235088437067195
2393,1.005246240366135
2394,0.9860347933195934
2395,0.9621562048698845
2396,0.9332520615875609
2397,0.9016162958779514
2398,0.8713494014463556
2399,0.8439036853916976
2400,0.8158056589519236
2401,0.7835658865858703
2402,0.7489366127382712
2403,0.7180906595326549
2404,0.6938324961095516
2405,0.6716804923477648
2406,0.6418450794973906
2407,0.594516418641616
2408,0.52946652453997
2409,0.4888754267955854
2410,0.5137698055960322
2411,0.5933560881077591
2412,0.6815030998467961
2413,0.7167584405902371
2414,0.6732035041664393
2415,0.5757414182579224
2416,0.4678426014934275
