,xt_va_z
3547,-1.070279181253652
3548,-1.0954828978289055
3549,-1.1243397565128737
3550,-1.1541622989159035
3551,-1.182266958280322
3552,-1.2044873941451868
3553,-1.13046575740313
3554,-0.8920547516888178
3555,-0.48268549180486603
3556,0.049773615132284156
3557,0.571661594540114
3558,0.9114221079841226
3559,0.9549990400493187
3560,0.6825189816379702
3561,0.18614454517720475
3562,-0.37764187369972896
3563,-0.8795846894550838
3564,-1.2525680718320042
3565,-1.4948890134745132
3566,-1.6410780714589404
3567,-1.729440095381742
3568,-1.7916149731932691
3569,-1.847204320983024
3570,-1.9067933821674814
3571,-1.9709606598314082
3572,-2.03328657291146
3573,-2.0858901969231565
3574,-2.126338904702151
3575,-2.1571597728325904
3576,-2.1830987323205937
3577,-2.208375106915436
3578,-2.234929903791429
3579,-2.264334946262445
3580,-2.295377416958932
3581,-2.3236250450677303
3582,-2.344589270288531
3583,-2.355873208060571
3584,-2.35934686117238
3585,-2.359244433859243
3586,-2.358722273256437
3587,-2.3600539659346746
3588,-2.360718087475724
3589,-2.357991230973867
3590,-2.2905416407340726
3591,-2.156326554335678
3592,-1.9938688833923393
3593,-1.859568674046519
3594,-1.8151681689949395
3595,-1.8552598250573318
3596,-1.9397995694537222
3597,-2.0235811438632125
3598,-2.073496287948292
3599,-2.084956529884012
3600,-2.0671607259429474
3601,-2.0315417655053465
3602,-1.9880216112771365
3603,-1.9414377279179296
3604,-1.8945250057816287
3605,-1.8490111182726436
3606,-1.8072921768606165
3607,-1.771081529794398
3608,-1.7411433951476554
3609,-1.7167169260091808
3610,-1.6574399977569012
3611,-1.5256798287898956
3612,-1.31039278049562
3613,-1.0646299435804727
3614,-0.8759955129813255
3615,-0.8041778913371651
3616,-0.8548916234119547
3617,-0.9801266424207637
3618,-1.1194646562391584
3619,-1.2296582919122128
3620,-1.294738362518713
3621,-1.3183863294912754
3622,-1.3129066858469662
3623,-1.2900959147814035
3624,-1.2577674389312736
3625,-1.2203278128500514
3626,-1.1777449634784358
3627,-1.13005519469534
3628,-1.0793201531838443
3629,-1.0279905630286454
3630,-0.9787027842074402
3631,-0.9308140032186196
3632,-0.8818096030080582
3633,-0.8312570961667298
3634,-0.7788834271786561
3635,-0.7263546311831425
3636,-0.6748900039230856
3637,-0.6234865981944503
3638,-0.569675674002915
3639,-0.5119233052341301
3640,-0.4396915422355402
3641,-0.35813282097606763
3642,-0.28328364115243937
3643,-0.23006366499284608
3644,-0.20645405865749172
3645,-0.20466624610320805
3646,-0.20931878878197727
3647,-0.20865498018381282
3648,-0.1983882162043808
3649,-0.18067474560456626
3650,-0.15939866644968945
3651,-0.13708391085805047
3652,-0.11426816436032097
3653,-0.08669794143002651
3654,-0.04984707522210287
3655,-0.001938989396657592
3656,0.05713706393548386
3657,0.12427425578787751
3658,0.19567041501026053
3659,0.26510026801893377
3660,0.32614755744798635
3661,0.3735371110480922
3662,0.40738210477535886
3663,0.43447076710351934
3664,0.46248671044613976
3665,0.4998942596807908
3666,0.5486461590274708
3667,0.6023918367921391
3668,0.6531549856444474
3669,0.6934509911372437
3670,0.7196853989806773
3671,0.7343956301026544
3672,0.7422893997483413
3673,0.7481979094326588
3674,0.756418583378274
3675,0.7702691562236734
3676,0.7914713882184783
3677,0.8194829250997098
3678,0.8495210227093694
3679,0.872465499424791
3680,0.8797722971628165
3681,0.8672458330229965
3682,0.8382280548953667
3683,0.800469310658044
3684,0.7642724266747106
3685,0.7373127378674503
3686,0.7215844168919554
3687,0.7154840501803914
3688,0.7143887292284898
3689,0.7131042493404864
3690,0.7088991425428912
3691,0.7000714277746639
3692,0.6850992689084107
3693,0.6631071169676772
3694,0.6356749208974165
3695,0.6075951976161289
3696,0.5836977968403275
3697,0.565279425745908
3698,0.550312921549982
3699,0.5340381065941816
3700,0.5134791013065965
3701,0.4873569754328198
3702,0.45742123581418526
3703,0.42803808030533946
3704,0.4019192851155604
3705,0.380613811920587
3706,0.3645408883455748
3707,0.35165954894030593
3708,0.3383666553659322
3709,0.32039897174976284
3710,0.32637524026849285
3711,0.38902755903522923
3712,0.4945200188090066
3713,0.595980700370632
3714,0.6313783053737876
3715,0.5692210436259008
3716,0.4297905121544717
3717,0.25804748065545025
3718,0.0984389568347184
3719,-0.027521313012963965
3720,-0.12605065627510156
3721,-0.21589321547149337
3722,-0.31406856553591816
3723,-0.42733642556736096
3724,-0.5339565507659311
3725,-0.6063632956128708
3726,-0.6272357636114968
3727,-0.5980322962487375
3728,-0.5415808609131127
3729,-0.4840866733871745
3730,-0.44421319648468793
3731,-0.4297876823328369
3732,-0.43889056679556726
3733,-0.466026556918421
3734,-0.5032631967763492
3735,-0.5423415749545366
3736,-0.5762872784461848
3737,-0.5997581000049795
3738,-0.6126911647118238
3739,-0.6181848230661388
3740,-0.6195510701096029
3741,-0.6194058895617716
3742,-0.6200995913827687
3743,-0.6213952111682449
3744,-0.6204629113598658
3745,-0.6146823459204784
3746,-0.6008932702620504
3747,-0.5832370834029263
3748,-0.56889960297947
3749,-0.5632446236443387
3750,-0.569422734256403
3751,-0.5852741511009908
3752,-0.6052216850019813
3753,-0.6239259914988683
3754,-0.63620832861385
3755,-0.6420983034634011
3756,-0.6464913975228715
3757,-0.6538949971560912
3758,-0.6666741010303214
3759,-0.6793232338894919
3760,-0.6849790914791394
3761,-0.6787486442285069
3762,-0.6577543606306213
3763,-0.6252259536535391
3764,-0.5832769816500643
3765,-0.5369632455043611
3766,-0.4932018085454846
3767,-0.45816795413944045
3768,-0.4352948440189296
3769,-0.42252720756742335
3770,-0.41304013406191264
3771,-0.4010394343807785
3772,-0.38493859529803826
3773,-0.3656046141781954
3774,-0.34541204966570577
3775,-0.3269261948417868
3776,-0.31246697842882565
3777,-0.3032808576673598
3778,-0.2997134530838471
3779,-0.30049274501907786
3780,-0.3032157767567042
3781,-0.30558358055822643
3782,-0.3082005489051466
3783,-0.3114052763652449
3784,-0.31520887161203986
3785,-0.3269277797085938
3786,-0.34447433718885234
3787,-0.36346846687347567
3788,-0.37923091942695936
3789,-0.38762675365134697
3790,-0.3924419552907797
3791,-0.3980683536448343
3792,-0.40619990464599887
3793,-0.41501024713526213
3794,-0.4232040788230994
3795,-0.43142987622461015
3796,-0.4437134559795336
3797,-0.4636227811316555
3798,-0.4893535277247862
3799,-0.5155866629200763
3800,-0.5356909619575594
3801,-0.5469699659263387
3802,-0.5534728681315809
3803,-0.5606423206061113
3804,-0.5718286472624827
3805,-0.5491595671095855
3806,-0.47839104033514773
3807,-0.37053252319460517
3808,-0.25993897837116925
3809,-0.18010751085552304
3810,-0.1536306822491223
3811,-0.18691470295161872
3812,-0.2707416457839306
3813,-0.3913991078601434
3814,-0.521862156319012
3815,-0.6393476499754989
3816,-0.7324681745741697
3817,-0.7993032122632913
3818,-0.8459622474975046
3819,-0.8773525216963861
3820,-0.8960350728048507
3821,-0.9054312199862841
3822,-0.9107960594378282
3823,-0.9181995103425067
3824,-0.9315370281813543
3825,-0.9471991787240622
3826,-0.9545753014203966
3827,-0.9485760014586851
3828,-0.9300833866177814
3829,-0.9049369082897313
3830,-0.8816453994974094
3831,-0.8661479074194702
3832,-0.8635163345333663
3833,-0.8760290877494767
3834,-0.9020040167111167
3835,-0.9400146110108013
3836,-0.9881079909952245
3837,-1.0430225432930456
3838,-1.0984916638174709
3839,-1.1461095037985285
3840,-1.1824586581832741
3841,-1.2102374041779924
3842,-1.2337142517608854
3843,-1.2573783306976072
3844,-1.2842195326618975
3845,-1.3149838285501176
3846,-1.348276015524586
3847,-1.379703962276969
3848,-1.4043589389277489
3849,-1.4216250916542341
3850,-1.4064904420947972
3851,-1.3500345634201385
3852,-1.2750993737469258
3853,-1.2200094707275502
3854,-1.2264619845588314
3855,-1.3035070005061804
3856,-1.426024741899807
3857,-1.5571501017996057
3858,-1.6679894411470364
3859,-1.7485304804889208
3860,-1.804123908211246
3861,-1.8461231054242346
3862,-1.882027382362803
3863,-1.9155804012857853
3864,-1.9473967361337734
3865,-1.9762071311108351
3866,-2.0002963138798355
3867,-2.019204283712598
3868,-2.0334261891890946
3869,-2.0451568071305415
3870,-2.039625498599451
3871,-1.9989709218620995
3872,-1.9172023325272356
3873,-1.8193769004088338
3874,-1.7498483827867979
3875,-1.7401949089737037
3876,-1.7926902998814795
3877,-1.8791203500450115
3878,-1.9641015437317009
3879,-2.024957397667498
3880,-2.0552404952676113
3881,-2.0621205746587075
3882,-2.0546868896901826
3883,-2.0394266741295914
3884,-2.0190403721946746
3885,-1.9939687768862082
3886,-1.964594724644116
3887,-1.9317796988561589
3888,-1.897276035083215
3889,-1.8624858275349485
3890,-1.8274144757367186
3891,-1.7926163307530225
3892,-1.7560231184631696
3893,-1.7159479313035035
3894,-1.6714354667033309
3895,-1.6252869849550577
3896,-1.5822471512212382
3897,-1.5457692498567464
3898,-1.5170961519792001
3899,-1.4954302251335578
3900,-1.4823453074963298
3901,-1.480590867040405
3902,-1.489044263748826
3903,-1.5019394522058949
3904,-1.5111677787687463
3905,-1.5111235978887698
3906,-1.5015418802742289
3907,-1.4850832531952767
3908,-1.4639601000190554
3909,-1.439266915110211
3910,-1.4113924918028111
3911,-1.3809331952303867
3912,-1.3488170951518499
3913,-1.3154448589727104
3914,-1.2760297123075255
3915,-1.2251339487605715
3916,-1.1594714022879493
3917,-1.0826047141356465
3918,-1.005144152771626
3919,-0.9386502410926628
3920,-0.8893656467772708
3921,-0.8564049758289481
3922,-0.833186917746982
3923,-0.8125044367087302
3924,-0.7900480809016276
3925,-0.7650536188285615
3926,-0.7397584450551786
3927,-0.7162835027235512
3928,-0.6937050550940974
3929,-0.6677874038579177
3930,-0.634869038199368
3931,-0.5942499557592387
3932,-0.5489100949564122
3933,-0.5021747820356124
3934,-0.45620014567918143
3935,-0.4087931136171942
3936,-0.3600362827563327
3937,-0.31198311328520323
3938,-0.2672754486863834
3939,-0.230130380495702
3940,-0.20112807570258973
3941,-0.1792476099630585
3942,-0.1629856451174438
3943,-0.15094988511056387
3944,-0.14175920228585354
3945,-0.13319965326327904
3946,-0.12328809438366362
3947,-0.1118029337219196
3948,-0.10022267276581306
3949,-0.09166332297309938
3950,-0.08922242941404035
3951,-0.09453137541930544
3952,-0.10794301383725458
3953,-0.12622646459400222
3954,-0.14453060522549574
3955,-0.16023277738866665
3956,-0.17277994417763623
3957,-0.18486457674149262
3958,-0.20122223672986683
3959,-0.22401572051019536
3960,-0.25306508324534216
3961,-0.28726860869890614
3962,-0.3238326256657617
3963,-0.3608184361783905
3964,-0.39615960175870824
3965,-0.45769088596141716
3966,-0.5451092628651397
3967,-0.6409222343188385
3968,-0.7196623995419025
3969,-0.7542029085938273
3970,-0.7504168533517771
3971,-0.7290085957391053
3972,-0.7116435920976519
3973,-0.7135562159306513
3974,-0.7359517216689339
3975,-0.7759816555478817
3976,-0.8291081584668444
3977,-0.8887114168327594
3978,-0.9488950929456997
3979,-1.004731829026777
3980,-1.0690302552238564
3981,-1.1591393225011497
3982,-1.2862996999519791
3983,-1.4488620900508713
3984,-1.6291656751943335
3985,-1.774976834836694
3986,-1.8398964104926823
3987,-1.8045476493904509
3988,-1.6865786874538067
3989,-1.538258144195839
3990,-1.407765563136326
3991,-1.3216611859241667
3992,-1.2833842609777761
3993,-1.2813608872009947
3994,-1.3021232750953153
3995,-1.3357508943736274
3996,-1.3742995727824119
3997,-1.4108498807752912
3998,-1.4396804976606676
3999,-1.4591067407692968
4000,-1.471046419469531
4001,-1.477010014569673
4002,-1.4779891178531768
4003,-1.4748123775674586
4004,-1.4685602363719716
4005,-1.4607856962215826
4006,-1.451791152661028
4007,-1.4407739576182146
4008,-1.4251027581522648
4009,-1.401659773269048
4010,-1.368761368547832
4011,-1.32573286308646
4012,-1.2742192883623247
4013,-1.2186557043356532
4014,-1.1648640980262879
4015,-1.1179644237089446
4016,-1.0796231438239154
4017,-1.0473305615303194
4018,-1.0167004206233103
4019,-0.9843222803526823
4020,-0.9495938426440981
4021,-0.9140883423130619
4022,-0.8782503124656676
4023,-0.8374877000968197
4024,-0.7866053085386908
4025,-0.7237618105446857
4026,-0.652066591016035
4027,-0.5781305774069176
4028,-0.5081222224854012
4029,-0.44591117234784255
4030,-0.39341698994338636
4031,-0.3496544391918389
4032,-0.3114897393356408
4033,-0.2751143514948468
4034,-0.23800042813250039
4035,-0.20168909614214298
4036,-0.17089404555548532
4037,-0.1493939140204584
4038,-0.13734146429051491
4039,-0.13177518611831415
4040,-0.12892073626428985
4041,-0.1270216751908487
4042,-0.12628317613868614
4043,-0.1268618161535029
4044,-0.12849839551428413
4045,-0.12144663219103728
4046,-0.0944911542890223
4047,-0.041810685977876724
4048,0.03506505015794673
4049,0.12560790037033837
4050,0.21710757068855577
4051,0.3006207574715437
4052,0.37278124669155277
4053,0.43430816783920284
4054,0.48797642613988934
4055,0.5357808406126988
4056,0.5800549588498342
4057,0.6225203878960446
4058,0.663222592392964
4059,0.641484876872827
4060,0.49273033916749986
4061,0.18723383384626818
4062,-0.21817548827477617
4063,-0.6046763727318385
4064,-0.8328506192544239
4065,-0.8250169894285921
4066,-0.5994437296961236
4067,-0.2396028210984113
4068,0.14055862033541439
4069,0.4557478853681066
4070,0.6697277546617167
4071,0.7879098181809099
4072,0.8397899790037039
4073,0.8555310771076625
4074,0.8560284158492643
4075,0.8514954103668468
4076,0.8445069588444568
4077,0.8348273320168372
4078,0.8222681014044515
4079,0.8077015430685236
4080,0.7915727980271201
4081,0.7740963294204967
4082,0.7556816195647812
4083,0.7363752841845228
4084,0.7167832881721854
4085,0.6974912003319744
4086,0.6774014237821419
4087,0.6547173659674025
4088,0.6291058179639601
4089,0.6019673402162731
4090,0.5760542258404342
4091,0.5531718977851302
4092,0.5337497957996895
4093,0.5182889307371555
4094,0.5087642279625934
4095,0.5050644320867166
4096,0.5071667895058671
4097,0.5120175065452793
4098,0.516966642525366
4099,0.5207221826686264
4100,0.5211706154027409
4101,0.5187792988722421
4102,0.515466936306302
4103,0.5137701402230913
4104,0.5142926553213121
4105,0.5145940846852677
4106,0.5115922183566173
4107,0.5038258265083072
4108,0.49334680282127613
4109,0.48549933575547477
4110,0.485442445040864
4111,0.4400688322747829
4112,0.3475799201726867
4113,0.2368293728107159
4114,0.15366353188417958
4115,0.1495039331626667
4116,0.21624388940814782
4117,0.31821514222920927
4118,0.4154438221149464
4119,0.48052675442462345
4120,0.5113799832693182
4121,0.5171924879190193
4122,0.5100300401354099
4123,0.4986958017477011
4124,0.4873164953423757
4125,0.47794582144754827
4126,0.4707485327940259
4127,0.4647517079222463
4128,0.4597005858162486
4129,0.40500715520994346
4130,0.24421425758676238
4131,-0.048531582743067195
4132,-0.39040275069415087
4133,-0.6425095321794716
4134,-0.7030394993277765
4135,-0.5588801074225431
4136,-0.29611576507575965
4137,-0.02179341706475385
4138,0.19056566443373463
4139,0.3181217978767418
4140,0.3770001593972876
4141,0.39325250996063066
4142,0.3879540747710871
4143,0.3730452795128919
4144,0.3535079394292369
4145,0.331507638578182
4146,0.3077635301639745
4147,0.2820432157297645
4148,0.25442911381829464
4149,0.22536215777418844
4150,0.19700824898059832
4151,0.1720088802832735
4152,0.15172853074005058
4153,0.1357280618219671
4154,0.1224018847752919
4155,0.1102327164347163
4156,0.09745386522710206
4157,0.08343376884029738
4158,0.06823159920240919
4159,0.052725638387981735
4160,0.037884593277809554
4161,0.024222978884659362
4162,0.01279233790561298
4163,0.004047561644623772
4164,-0.0020648742741079277
4165,-0.006113909432175363
4166,-0.009640027193354623
4167,-0.054490630393311514
4168,-0.16837941991300703
4169,-0.3256627959637095
4170,-0.47079498400908937
4171,-0.5369276127268698
4172,-0.5035210314547831
4173,-0.40318216842405885
4174,-0.28118975392458384
4175,-0.17371200009920976
4176,-0.0933467948651199
4177,-0.037459565194775404
4178,-0.0019306290815093567
4179,0.01700521191567379
4180,0.023315506429944857
4181,0.02311483876200444
4182,0.02414412885799639
4183,0.03138110387074209
4184,0.04608811437887013
4185,0.06586525518518915
4186,0.0871150373133823
4187,0.10627221383064031
4188,0.12115064922146268
4189,0.13126073483850767
4190,0.13752016986250512
4191,0.1423108296104057
4192,0.146743928034114
4193,0.1515309217067355
4194,0.1569786534744048
4195,0.16246591331052967
4196,0.1669718295526555
4197,0.16834050676023682
4198,0.16600606726577172
4199,0.16102138417254058
4200,0.15575357728169434
4201,0.1527239828610967
4202,0.15218488818998194
4203,0.1521065149610567
4204,0.14930794084559587
4205,0.14131758076694223
4206,0.1274712275087476
4207,0.10888008460180827
4208,0.0878275809159778
4209,0.0657178963149915
4210,0.04371390793709079
4211,0.023617111271844744
4212,0.007143515784962658
4213,-0.004757681238151236
4214,-0.01204409650301625
4215,-0.014974002211308618
4216,-0.013956928034388194
4217,-0.009612850249469566
4218,-0.003734561936079259
4219,0.0021193826581401903
4220,0.00612686243537746
4221,0.006927661152192179
4222,0.00428158288527846
4223,-0.0017092029063288925
4224,-0.010236181707484322
4225,-0.020040370128451824
4226,-0.029820799550263576
4227,-0.03850266165052388
4228,-0.04584124862016179
4229,-0.05213276127639906
4230,-0.058355923976334025
4231,-0.06584185697224722
4232,-0.0763885634577051
4233,-0.09037844164146665
4234,-0.10742182968410137
4235,-0.12664924576529007
4236,-0.146975268790375
4237,-0.16777267336732382
