Symbol,days,rr
APYX,50,29.999999999999936
COCO,99,26.19999999999995
4712,77,29.999999999999936
2175,62,12.0
2991,49,29.999999999999936
5132,39,29.999999999999936
VTRU,8,29.999999999999936
IMAX,4,27.89999999999994
HUBG,81,29.999999999999936
SOS,92,27.799999999999944
LNG,2,18.799999999999976
FWRD,2,28.199999999999942
4270,10,23.39999999999996
5384,94,29.999999999999936
3904,25,24.599999999999955
9810,40,21.799999999999965
9213,18,29.999999999999936
7228,2,29.999999999999936
HAL,24,29.999999999999936
SSTI,4,14.499999999999991
SIBN,22,15.499999999999988
7128,82,29.999999999999936
RSKD,6,29.999999999999936
6273,5,29.999999999999936
GPP,34,29.999999999999936
SMTI,6,29.999999999999936
3991,3,29.19999999999994
API,44,29.999999999999936
AGRO,4,15.999999999999986
3774,45,13.099999999999996
QTRX,14,14.299999999999992
2181,46,29.999999999999936
NCMI,3,29.999999999999936
VLCN,12,24.999999999999954
3474,57,25.09999999999995
IBP,12,28.79999999999994
7782,5,29.499999999999936
4026,3,29.999999999999936
3604,78,29.999999999999936
4848,51,16.399999999999984
3294,22,29.999999999999936
GOLF,20,29.599999999999937
3397,2,26.89999999999995
3608,2,17.299999999999983
9219,59,12.0
CARM,83,26.999999999999947
7343,22,29.999999999999936
ANDE,85,29.799999999999937
OM,34,29.999999999999936
RYAM,40,29.999999999999936
KNSA,5,12.699999999999998
ASO,2,12.0
7599,2,29.999999999999936
BMA,20,29.999999999999936
8303,95,29.999999999999936
MLCO,98,29.29999999999994
2429,7,29.999999999999936
FLR,81,28.89999999999994
AMTI,64,29.999999999999936
7096,54,29.999999999999936
4360,44,29.999999999999936
SSKN,50,15.999999999999986
CASI,5,24.199999999999957
OWL,11,29.999999999999936
2802,34,29.999999999999936
GSIT,33,13.599999999999994
GLSI,2,16.199999999999985
OBIO,28,29.29999999999994
INKT,40,12.299999999999999
AVTA,17,29.999999999999936
GES,8,14.59999999999999
BL,86,20.49999999999997
7420,6,29.999999999999936
FKWL,5,25.699999999999953
AEAE,3,12.0
3896,50,14.299999999999992
PD,10,29.999999999999936
KPRX,54,29.999999999999936
3782,96,15.999999999999986
MUSA,64,29.999999999999936
CRDL,46,29.999999999999936
6817,56,12.999999999999996
6418,2,19.99999999999997
GPI,62,29.999999999999936
FUL,20,29.999999999999936
OPCH,39,29.999999999999936
FWONA,37,22.499999999999964
3915,8,29.999999999999936
WT,15,27.399999999999945
PSX,16,20.999999999999968
CHRS,25,29.999999999999936
6272,2,23.19999999999996
TCOM,92,27.499999999999943
ABOS,86,15.599999999999987
6334,13,21.599999999999966
3271,94,29.999999999999936
7695,68,29.999999999999936
6036,40,22.399999999999963
8890,55,25.09999999999995
9857,7,29.999999999999936
2737,73,26.599999999999948
CPRI,81,29.999999999999936
COEP,16,29.999999999999936
TAOP,74,29.999999999999936
TTI,74,18.199999999999978
3663,25,29.999999999999936
4216,50,29.999999999999936
1787,40,29.999999999999936
3238,8,20.999999999999968
4814,31,13.499999999999995
LUNA,2,29.999999999999936
LYG,2,29.999999999999936
2410,3,29.999999999999936
ASM,17,15.299999999999988
EKSO,30,29.999999999999936
SNDX,94,16.69999999999998
NOVT,6,29.999999999999936
7814,5,21.899999999999963
7792,99,29.999999999999936
SAMG,89,27.099999999999945
8591,6,23.999999999999957
6492,80,29.999999999999936
METC,74,29.999999999999936
8584,2,29.999999999999936
E,20,27.89999999999994
LINK,62,29.999999999999936
SRZN,54,29.999999999999936
BLCO,26,22.199999999999964
CCM,13,14.499999999999991
AN,20,27.399999999999945
LGF.B,93,29.999999999999936
CORT,11,29.999999999999936
ABNB,13,29.999999999999936
CXM,96,28.099999999999945
7745,13,29.999999999999936
7084,94,28.99999999999994
ROVR,6,17.299999999999983
NVO,5,29.999999999999936
BKYI,15,12.0
PAYO,2,23.499999999999957
GLDG,19,28.99999999999994
LTHM,2,17.39999999999998
CTRA,24,29.999999999999936
4196,18,23.59999999999996
6336,49,29.999999999999936
7126,6,29.999999999999936
6104,46,26.89999999999995
5781,7,28.59999999999994
4362,56,29.999999999999936
6535,3,25.59999999999995
ACAD,9,28.99999999999994
VUZI,74,18.899999999999977
KRMD,19,29.999999999999936
HGBL,2,28.79999999999994
BWMN,4,14.79999999999999
7211,96,29.999999999999936
STRR,63,12.999999999999996
OLMA,11,29.999999999999936
DE,2,29.999999999999936
6502,15,21.899999999999963
VOXX,5,29.999999999999936
1443,59,29.499999999999936
8789,36,29.999999999999936
NS,32,26.299999999999947
CLSD,17,26.999999999999947
4902,3,29.999999999999936
CAN,65,27.999999999999943
NSP,3,22.199999999999964
6615,78,18.799999999999976
4274,4,29.399999999999938
TZOO,26,29.999999999999936
6380,49,23.19999999999996
IPX,12,13.899999999999993
3221,11,25.99999999999995
CARS,4,27.499999999999943
9603,84,29.999999999999936
PERI,37,29.999999999999936
7936,33,18.999999999999975
GHI,2,29.999999999999936
STLA,2,21.899999999999963
MDWT,67,29.19999999999994
9279,2,29.999999999999936
UTI,25,28.099999999999945
3177,2,16.199999999999985
6054,25,29.999999999999936
EOLS,52,23.899999999999956
JOB,87,29.999999999999936
COCP,9,24.899999999999956
6619,51,29.999999999999936
8515,2,29.999999999999936
3612,43,29.999999999999936
8093,3,29.999999999999936
NGD,8,28.39999999999994
GETY,58,29.999999999999936
PTE,90,29.999999999999936
OKE,20,29.999999999999936
6420,47,29.799999999999937
BLD,12,29.999999999999936
NRGV,79,29.999999999999936
KIRK,100,27.499999999999943
3321,2,29.999999999999936
3634,66,21.399999999999967
1712,2,29.999999999999936
FOUR,7,26.09999999999995
SHEL,18,12.699999999999998
DOOR,2,29.999999999999936
EVGN,81,29.999999999999936
9416,52,24.199999999999957
6506,14,29.69999999999994
3073,97,21.599999999999966
MDXG,5,25.99999999999995
4173,11,29.999999999999936
9273,3,29.999999999999936
AEIS,25,29.999999999999936
EDR,17,29.999999999999936
JFIN,9,17.79999999999998
EVOK,51,17.299999999999983
PCOR,17,19.99999999999997
PRCH,94,12.2
VRDN,100,15.299999999999988
6265,3,21.199999999999967
4011,100,28.199999999999942
7079,99,29.69999999999994
3289,34,22.69999999999996
3659,87,28.89999999999994
MTSI,40,29.999999999999936
WFCF,49,21.099999999999966
2154,8,29.899999999999935
8698,59,27.399999999999945
2791,45,29.999999999999936
FAT,87,29.999999999999936
6417,48,29.999999999999936
FIP,2,22.79999999999996
CHX,20,29.999999999999936
7383,2,29.999999999999936
EPC,5,15.899999999999986
CGC,99,22.29999999999996
ENOB,21,22.29999999999996
UAMY,96,29.999999999999936
CC,2,24.599999999999955
AMWL,74,29.499999999999936
OSG,3,18.899999999999977
BRFH,30,29.999999999999936
7608,8,27.89999999999994
GDRX,43,14.69999999999999
TRIB,59,15.999999999999986
ALOT,3,23.899999999999956
TK,28,29.999999999999936
2198,3,25.49999999999995
GNSS,60,29.999999999999936
HARP,72,29.999999999999936
SNAX,50,26.49999999999995
9558,21,29.999999999999936
6707,53,29.999999999999936
GOGO,81,15.499999999999988
6258,32,29.69999999999994
EGLX,58,29.999999999999936
4397,4,29.999999999999936
6184,94,13.199999999999996
4781,100,28.39999999999994
SPSC,40,21.499999999999964
ASLE,96,29.999999999999936
WB,71,29.999999999999936
KARO,64,29.999999999999936
EMAN,5,23.69999999999996
6521,47,29.999999999999936
SHOP,91,28.89999999999994
8072,35,29.999999999999936
MRNS,52,29.999999999999936
XPO,6,29.69999999999994
4568,92,29.999999999999936
4382,2,29.999999999999936
2425,2,29.899999999999935
INFU,29,29.899999999999935
4388,2,28.59999999999994
HEXO,72,29.999999999999936
CIDM,89,29.999999999999936
3479,100,14.89999999999999
GEG,13,29.999999999999936
MULN,78,28.89999999999994
NSSC,33,29.999999999999936
ANET,53,29.999999999999936
KLIC,37,20.099999999999973
LEGH,56,29.999999999999936
ZYXI,2,29.999999999999936
TPR,43,29.999999999999936
GNW,86,29.999999999999936
PLRX,99,27.299999999999947
USAP,19,28.89999999999994
CHNR,89,29.999999999999936
2652,46,29.999999999999936
EXK,15,20.49999999999997
6363,46,15.799999999999986
ELA,18,14.499999999999991
FIVE,2,23.999999999999957
LULU,12,29.999999999999936
GME,25,19.399999999999974
IPHA,5,29.999999999999936
4481,24,27.599999999999945
BTCM,4,29.999999999999936
5713,14,27.799999999999944
5191,6,22.599999999999962
ALVO,20,29.999999999999936
3042,68,23.999999999999957
ARKO,92,21.899999999999963
BNRG,13,24.399999999999956
HDB,6,29.999999999999936
CDE,18,29.999999999999936
INTT,19,29.799999999999937
CAPL,33,22.99999999999996
BLBD,22,29.999999999999936
AIN,5,15.599999999999987
8002,2,29.999999999999936
PHAR,24,16.899999999999984
TCI,36,29.999999999999936
HQI,3,14.89999999999999
BE,13,29.999999999999936
8155,3,15.199999999999989
IMMR,20,28.499999999999943
CPIX,72,29.999999999999936
NAUT,53,14.199999999999992
NUWE,57,23.29999999999996
4091,6,26.39999999999995
OTLK,7,29.999999999999936
6526,2,14.59999999999999
6728,13,25.99999999999995
VCTR,2,29.999999999999936
9307,9,29.999999999999936
INTU,34,27.299999999999947
AAPL,2,29.999999999999936
7388,3,17.99999999999998
6844,15,29.999999999999936
PPG,89,29.999999999999936
GATO,14,22.599999999999962
OKYO,47,29.999999999999936
3099,34,20.39999999999997
INVZ,42,29.999999999999936
HYMC,12,14.59999999999999
9896,73,16.299999999999983
6857,3,29.999999999999936
MU,79,29.999999999999936
9145,3,19.599999999999973
4970,11,19.799999999999972
6494,3,27.999999999999943
DGICB,4,29.999999999999936
PDFS,20,29.999999999999936
INST,16,29.999999999999936
OFED,97,29.999999999999936
7366,22,12.899999999999997
6227,27,29.999999999999936
SATX,50,17.49999999999998
LINC,16,29.999999999999936
BRID,74,29.999999999999936
6315,3,29.999999999999936
APP,7,28.199999999999942
8614,87,25.09999999999995
CIA,85,29.999999999999936
GGAA,73,18.399999999999977
7827,7,24.399999999999956
RNLX,34,29.999999999999936
3804,32,29.999999999999936
7273,66,13.199999999999996
RNAZ,100,29.799999999999937
4375,4,29.999999999999936
OLLI,8,29.999999999999936
FTI,20,14.69999999999999
7317,95,25.89999999999995
TCRR,6,29.999999999999936
GBIO,25,29.999999999999936
REKR,2,29.499999999999936
4684,3,29.099999999999937
3653,2,23.999999999999957
PLBC,2,20.79999999999997
MYGN,7,20.699999999999967
2436,26,29.999999999999936
LEGN,2,20.19999999999997
INT,95,29.999999999999936
MYRG,5,19.299999999999976
LKQ,29,29.999999999999936
9376,2,29.999999999999936
ORA,31,19.599999999999973
SFL,97,29.999999999999936
APO,12,22.99999999999996
TATT,29,12.699999999999998
THMO,29,29.999999999999936
IDT,20,29.999999999999936
VITL,35,29.999999999999936
5803,96,29.999999999999936
7254,3,27.499999999999943
KPTI,2,29.999999999999936
9264,65,29.999999999999936
CNM,70,22.499999999999964
GNTA,47,14.89999999999999
5137,4,29.999999999999936
CRH,2,15.599999999999987
DKS,36,29.999999999999936
5816,40,29.999999999999936
3561,35,28.69999999999994
4480,63,27.499999999999943
MYO,31,25.89999999999995
EXLS,2,29.999999999999936
APRN,54,29.999999999999936
PVH,5,29.999999999999936
FLL,18,29.999999999999936
2351,10,28.39999999999994
2162,40,29.599999999999937
4014,61,23.499999999999957
DATS,63,29.999999999999936
6368,87,29.999999999999936
3288,3,29.999999999999936
ASIX,74,29.999999999999936
6702,3,29.999999999999936
UBS,81,20.29999999999997
NOVA,2,29.999999999999936
LGND,29,29.999999999999936
3157,22,14.299999999999992
IKT,68,25.299999999999955
7793,13,26.599999999999948
IMKTA,69,26.599999999999948
9428,100,29.999999999999936
KNTK,37,29.999999999999936
NXST,82,29.999999999999936
4204,11,29.999999999999936
GSUN,55,29.999999999999936
URI,2,20.999999999999968
6925,2,20.19999999999997
RWAY,29,29.399999999999938
6235,44,25.79999999999995
FSK,16,16.899999999999984
6899,46,27.399999999999945
2918,3,29.999999999999936
DLTR,98,20.39999999999997
6914,5,27.199999999999946
SCPH,93,19.399999999999974
BAP,29,29.999999999999936
8050,20,27.499999999999943
4421,8,29.999999999999936
6573,8,27.999999999999943
CAAP,2,18.999999999999975
4324,29,29.999999999999936
3687,99,23.69999999999996
DRQ,32,28.99999999999994
9418,49,29.999999999999936
MCFT,2,22.599999999999962
OVID,4,23.799999999999958
DYAI,94,29.999999999999936
EVGO,7,19.199999999999974
5139,13,29.999999999999936
8341,87,29.999999999999936
6305,4,27.399999999999945
POL,51,16.999999999999982
3787,6,27.499999999999943
9927,37,29.29999999999994
CYBR,70,29.999999999999936
DSP,51,27.999999999999943
ARHS,35,28.99999999999994
EIX,47,14.69999999999999
ABM,25,29.999999999999936
6333,94,18.399999999999977
6466,9,29.999999999999936
SLGC,12,29.999999999999936
RCM,6,25.299999999999955
CMCL,99,23.499999999999957
HCCI,4,29.999999999999936
6159,2,13.899999999999993
ITRM,96,29.999999999999936
4889,31,23.19999999999996
IONS,13,29.999999999999936
WGO,11,29.999999999999936
HUGE,11,28.89999999999994
3347,2,13.999999999999993
HIBB,98,24.699999999999953
ADAG,93,27.799999999999944
6718,40,21.399999999999967
SNEX,2,29.999999999999936
3441,96,29.999999999999936
3914,57,29.999999999999936
MLGO,52,29.999999999999936
PLUR,50,15.899999999999986
1963,87,25.59999999999995
5310,4,29.999999999999936
FWONK,3,29.999999999999936
PDEX,36,25.09999999999995
CRUS,5,29.999999999999936
6190,47,26.999999999999947
5108,34,29.899999999999935
NEXA,4,22.69999999999996
5704,81,29.999999999999936
2750,100,29.999999999999936
6988,2,29.799999999999937
FF,2,24.299999999999955
GLMD,73,29.999999999999936
9908,15,29.999999999999936
ONON,91,29.999999999999936
DWACU,12,29.999999999999936
PARR,25,29.999999999999936
BG,32,29.999999999999936
CGEN,80,29.999999999999936
ATLC,3,12.899999999999997
RUSHB,74,24.799999999999955
CVT,82,26.89999999999995
8167,94,29.999999999999936
PLUG,61,29.999999999999936
6096,6,29.099999999999937
CRAI,3,27.299999999999947
EYPT,5,29.999999999999936
AEG,82,29.999999999999936
NIU,98,29.999999999999936
7318,29,29.999999999999936
VIRC,21,18.999999999999975
CBT,24,29.999999999999936
NNVC,9,19.99999999999997
FLS,7,22.099999999999966
6674,33,24.799999999999955
KAR,52,29.999999999999936
GLT,78,19.99999999999997
5103,55,29.999999999999936
WMK,15,29.499999999999936
3045,7,21.999999999999964
NFLX,5,29.999999999999936
USAU,5,28.29999999999994
7018,57,27.699999999999946
RRGB,69,29.999999999999936
PTLO,20,29.999999999999936
9024,34,17.19999999999998
MEDP,2,20.79999999999997
MOGO,13,28.89999999999994
AZYO,12,25.99999999999995
8795,38,23.999999999999957
9517,12,29.999999999999936
6928,48,29.999999999999936
DUOL,96,17.39999999999998
ADIL,5,29.999999999999936
4441,31,28.79999999999994
SSBI,64,29.999999999999936
7220,2,29.999999999999936
FIX,2,29.999999999999936
3626,94,29.999999999999936
CF,82,29.999999999999936
2726,6,26.19999999999995
6787,30,29.999999999999936
1773,27,29.999999999999936
7899,4,14.099999999999993
LOMA,33,29.999999999999936
6947,2,29.999999999999936
LU,48,29.999999999999936
LODE,7,29.999999999999936
TNYA,41,29.999999999999936
OPXS,61,29.999999999999936
MGRX,8,29.999999999999936
7157,28,28.29999999999994
SQSP,13,29.999999999999936
9501,19,28.79999999999994
SNCY,71,29.999999999999936
6046,16,29.999999999999936
NBN,34,18.999999999999975
KPLT,94,25.89999999999995
AIM,8,29.999999999999936
5753,52,23.999999999999957
FOCS,5,22.99999999999996
1739,3,29.899999999999935
FUSN,2,16.399999999999984
2489,2,29.19999999999994
9278,2,29.999999999999936
OTTR,26,22.79999999999996
4492,51,29.999999999999936
ING,8,12.599999999999998
GDDY,8,21.399999999999967
8891,3,29.999999999999936
NTNX,23,29.999999999999936
MCHP,28,29.999999999999936
FDX,16,29.999999999999936
AMPG,14,21.199999999999967
TISI,79,25.09999999999995
KKR,20,15.199999999999989
6229,99,22.599999999999962
FSLY,14,29.999999999999936
7261,23,29.999999999999936
TCRX,21,15.999999999999986
8914,3,12.0
7731,94,29.999999999999936
PROF,93,28.29999999999994
3671,28,28.99999999999994
UVE,88,29.999999999999936
4356,2,29.999999999999936
ARMK,7,26.599999999999948
MCK,62,29.999999999999936
ETSY,27,29.999999999999936
6632,46,14.69999999999999
EFX,7,29.999999999999936
7422,7,21.399999999999967
SRAD,73,21.699999999999967
GSAT,95,29.999999999999936
7836,5,29.999999999999936
4062,3,27.799999999999944
9478,94,29.999999999999936
FGF,55,22.899999999999963
DKL,81,29.999999999999936
9087,13,28.499999999999943
OCG,53,28.69999999999994
ZH,96,29.399999999999938
INCR,2,29.999999999999936
TGH,34,28.499999999999943
7812,52,28.89999999999994
PBTS,52,24.899999999999956
ARGX,34,19.799999999999972
CECO,95,21.29999999999997
4180,31,26.89999999999995
OSUR,86,29.999999999999936
7747,2,29.399999999999938
7363,72,12.299999999999999
2743,32,29.999999999999936
THS,28,24.799999999999955
3237,55,29.999999999999936
PGNY,11,17.49999999999998
MCS,14,29.999999999999936
5935,31,29.999999999999936
3903,82,24.699999999999953
1981,5,29.999999999999936
9449,13,24.199999999999957
8230,3,25.299999999999955
ALLK,12,20.49999999999997
MIGI,6,29.999999999999936
OCX,26,24.899999999999956
6652,47,12.0
LAUR,5,21.199999999999967
ELTK,80,29.999999999999936
LPLA,82,29.999999999999936
6634,17,25.99999999999995
7299,14,25.49999999999995
4992,3,29.999999999999936
IBKR,88,29.999999999999936
PATH,20,29.999999999999936
CPE,20,13.099999999999996
4415,39,20.999999999999968
IPAR,81,29.999999999999936
FSI,23,29.999999999999936
7762,47,29.999999999999936
SAND,15,28.79999999999994
7086,46,29.999999999999936
CYTO,35,29.999999999999936
ATRO,3,23.499999999999957
AGO,6,19.699999999999974
PHUN,60,29.999999999999936
LOCL,90,29.999999999999936
7927,49,28.69999999999994
PWSC,2,29.999999999999936
SCCO,72,28.79999999999994
WEST,92,19.599999999999973
SIRE,43,12.0
GEF,5,29.999999999999936
ARBE,46,29.999999999999936
VVV,75,29.999999999999936
NRXP,90,29.999999999999936
HRTX,12,29.999999999999936
TS,74,26.39999999999995
9171,3,21.499999999999964
7944,2,29.999999999999936
AMBA,53,28.69999999999994
ZYME,2,29.999999999999936
5290,2,20.29999999999997
BJDX,55,29.999999999999936
CERT,2,29.399999999999938
2978,4,29.999999999999936
9628,45,29.999999999999936
W,45,23.19999999999996
7923,8,23.19999999999996
CMPO,17,13.399999999999995
TEF,2,29.999999999999936
TRT,30,20.999999999999968
KNX,7,29.999999999999936
3791,3,29.999999999999936
CQP,96,27.399999999999945
SNDR,2,25.49999999999995
BH,25,29.999999999999936
4719,15,29.999999999999936
SNTG,45,29.999999999999936
ARTNA,66,18.399999999999977
6358,55,22.499999999999964
EVEX,26,29.999999999999936
4612,32,16.69999999999998
ZEUS,20,29.29999999999994
7062,5,29.999999999999936
BHP,2,29.999999999999936
5334,45,15.099999999999989
GLG,39,29.999999999999936
GANX,2,29.499999999999936
4978,15,29.999999999999936
7480,18,29.999999999999936
BHF,82,29.999999999999936
PRIM,29,28.99999999999994
6537,9,29.999999999999936
PRG,8,28.499999999999943
HSTM,17,29.999999999999936
PIPR,2,29.999999999999936
KRTX,2,12.499999999999998
5967,12,29.999999999999936
AE,32,18.199999999999978
BVS,42,27.099999999999945
6074,4,29.999999999999936
3161,3,29.999999999999936
VAC,74,21.399999999999967
7140,11,12.0
9417,85,29.999999999999936
8803,12,22.199999999999964
DAC,18,13.099999999999996
EDUC,80,29.999999999999936
TKLF,8,18.899999999999977
DGII,96,29.999999999999936
WFG,82,27.499999999999943
APOG,20,28.99999999999994
2736,3,29.999999999999936
ROAD,26,20.79999999999997
VALE,88,29.099999999999937
SOFI,61,25.79999999999995
HOWL,69,27.499999999999943
KE,82,13.499999999999995
NSTG,29,29.999999999999936
6370,3,29.999999999999936
CVAC,43,29.999999999999936
1407,8,27.299999999999947
SMX,9,29.999999999999936
4436,83,29.999999999999936
TOL,2,14.89999999999999
6989,4,29.999999999999936
4979,100,27.999999999999943
APAM,9,29.999999999999936
DOOO,11,24.499999999999957
6804,73,28.39999999999994
CNP,2,29.999999999999936
3556,25,25.199999999999953
3769,2,29.999999999999936
CLEU,4,22.199999999999964
THRN,48,28.99999999999994
ABCL,92,29.999999999999936
7860,21,29.999999999999936
SLAB,5,29.999999999999936
7760,80,26.89999999999995
9201,34,18.799999999999976
BZUN,73,29.599999999999937
OCFT,57,16.69999999999998
GLP,98,14.69999999999999
6694,50,13.299999999999995
CWST,32,28.199999999999942
6238,39,29.099999999999937
PFGC,74,26.19999999999995
5410,58,27.699999999999946
IVAC,35,27.399999999999945
4431,3,29.999999999999936
SEAS,82,29.999999999999936
BLCM,22,29.999999999999936
POWI,40,29.999999999999936
CPA,81,29.999999999999936
LTRPA,61,29.999999999999936
3675,2,29.999999999999936
OPOF,89,29.999999999999936
FL,3,12.999999999999996
3374,15,29.999999999999936
INVO,27,29.999999999999936
6177,12,28.99999999999994
TTSH,48,29.999999999999936
AGCO,11,25.59999999999995
6472,69,27.89999999999994
7065,16,29.69999999999994
MCRI,3,26.299999999999947
MHLD,75,29.999999999999936
7369,17,29.999999999999936
MTH,22,29.999999999999936
WK,13,29.999999999999936
HEP,97,29.999999999999936
CLMB,17,24.599999999999955
UROY,81,29.999999999999936
SEAC,13,29.999999999999936
4343,2,29.19999999999994
AVGO,2,29.999999999999936
7134,53,29.999999999999936
6237,2,25.399999999999952
COST,7,29.999999999999936
7715,6,29.999999999999936
TKC,6,21.499999999999964
8225,48,29.999999999999936
7089,66,18.799999999999976
INLX,22,18.999999999999975
5381,20,29.999999999999936
2929,99,18.599999999999977
PENN,81,29.899999999999935
KIDS,15,29.999999999999936
WEN,7,29.999999999999936
7419,5,29.899999999999935
3771,26,29.899999999999935
PUMP,74,26.599999999999948
2427,34,29.999999999999936
NEWP,26,29.999999999999936
YALA,65,26.19999999999995
ED,70,29.69999999999994
8097,3,29.999999999999936
6770,2,23.999999999999957
3974,5,28.39999999999994
VLRS,6,29.999999999999936
CSTL,10,20.699999999999967
GDYN,13,14.499999999999991
NXTP,8,29.999999999999936
1758,95,29.999999999999936
PBLA,87,29.999999999999936
EXC,36,29.999999999999936
7271,16,27.799999999999944
PBI,19,29.999999999999936
GPS,6,29.999999999999936
CTVA,82,29.999999999999936
4394,15,28.99999999999994
NOTE,21,12.799999999999997
ABST,11,26.299999999999947
GBNH,21,29.999999999999936
8111,51,29.999999999999936
5471,2,29.999999999999936
4685,2,26.39999999999995
BCAN,9,29.999999999999936
6647,2,28.99999999999994
EC,47,12.2
CTXR,4,17.99999999999998
OSH,14,29.099999999999937
4182,20,29.999999999999936
SEM,7,29.999999999999936
BTG,6,29.999999999999936
RGLS,7,13.599999999999994
PMCB,4,29.999999999999936
AIR,100,29.999999999999936
FUN,47,29.999999999999936
7532,35,29.999999999999936
5706,14,21.899999999999963
5697,3,26.699999999999946
TRVG,99,29.999999999999936
5395,94,17.79999999999998
9602,15,29.999999999999936
CYH,35,28.89999999999994
LCII,7,29.999999999999936
8876,5,29.999999999999936
3538,49,29.999999999999936
AMP,2,29.999999999999936
6919,4,29.999999999999936
KR,2,18.09999999999998
TMQ,9,29.999999999999936
3927,93,29.999999999999936
INPX,55,29.999999999999936
CYT,4,29.999999999999936
7044,33,29.999999999999936
TSAT,21,29.999999999999936
4707,75,29.999999999999936
KOP,20,21.599999999999966
8550,87,29.999999999999936
GAIN,2,29.999999999999936
5857,3,29.999999999999936
GVA,41,17.299999999999983
6927,49,22.79999999999996
6862,5,28.499999999999943
ABBV,2,14.299999999999992
7239,2,29.999999999999936
BB,18,29.999999999999936
BHRB,3,29.999999999999936
7087,9,28.099999999999945
DSEY,9,29.999999999999936
USAC,8,29.999999999999936
7038,53,19.89999999999997
7202,46,24.199999999999957
6136,4,21.699999999999967
HLT,81,29.999999999999936
1757,31,29.999999999999936
STM,40,28.79999999999994
5285,2,29.999999999999936
3674,95,29.999999999999936
4681,23,29.999999999999936
5444,2,20.49999999999997
RPD,10,24.299999999999955
YOSH,24,29.999999999999936
NOAH,59,29.999999999999936
9250,44,29.999999999999936
UHS,2,28.39999999999994
4767,14,29.999999999999936
4800,15,29.499999999999936
3788,28,22.29999999999996
3446,67,29.29999999999994
COMP,33,29.999999999999936
KERN,86,29.899999999999935
8031,3,29.999999999999936
9766,3,20.49999999999997
AEM,24,29.999999999999936
7965,18,27.399999999999945
LPX,2,29.999999999999936
AC,7,29.999999999999936
INCY,5,29.999999999999936
GFL,36,19.699999999999974
HUMA,12,29.999999999999936
GMGI,24,29.999999999999936
DCBO,57,28.39999999999994
QNCX,27,27.099999999999945
6371,28,28.99999999999994
SQM,45,18.699999999999974
4584,69,29.999999999999936
NOVN,72,29.999999999999936
WAFU,87,29.999999999999936
5017,15,29.999999999999936
4881,17,29.999999999999936
SHAK,11,21.199999999999967
3652,92,27.699999999999946
6033,73,29.999999999999936
4047,47,13.099999999999996
HAYN,2,29.999999999999936
TWOU,56,29.099999999999937
LABP,82,25.199999999999953
2678,81,29.999999999999936
3480,9,29.999999999999936
2146,5,26.49999999999995
VMW,2,29.999999999999936
2384,3,21.29999999999997
GHM,5,16.899999999999984
CMTL,28,28.99999999999994
HOG,2,25.699999999999953
UTZ,15,23.799999999999958
3948,87,21.699999999999967
ISRG,5,29.999999999999936
UUU,47,29.999999999999936
PODD,32,29.999999999999936
5337,20,28.199999999999942
4484,88,28.99999999999994
IRS,57,29.099999999999937
5609,30,25.199999999999953
EHTH,65,28.499999999999943
SKLZ,14,29.999999999999936
CULP,56,29.999999999999936
JNCE,2,22.899999999999963
AGTI,2,25.299999999999955
AMWD,10,29.999999999999936
CURV,16,29.999999999999936
BCS,6,28.99999999999994
XRX,3,29.999999999999936
7682,2,12.1
HFFG,74,29.69999999999994
6198,43,29.999999999999936
STIM,35,29.999999999999936
4438,86,29.999999999999936
3423,48,29.999999999999936
WPM,31,28.59999999999994
ILAG,91,27.999999999999943
8029,52,26.299999999999947
HEES,2,27.599999999999945
CIEN,15,25.09999999999995
CPNG,100,27.599999999999945
NMTR,91,29.999999999999936
6730,94,22.899999999999963
ODV,3,29.999999999999936
PLPC,26,23.09999999999996
3004,5,29.999999999999936
9381,73,28.79999999999994
6908,24,28.69999999999994
EXP,2,29.999999999999936
7078,22,29.999999999999936
4599,100,13.999999999999993
ABEO,2,27.999999999999943
BGCP,2,21.999999999999964
SMWB,48,29.999999999999936
AZO,61,23.39999999999996
LLY,2,12.599999999999998
4316,74,29.999999999999936
OTLY,2,26.39999999999995
9310,4,29.999999999999936
FXLV,78,17.49999999999998
4588,40,20.29999999999997
7888,87,26.09999999999995
NBIX,30,29.999999999999936
BSAC,18,29.999999999999936
7061,49,25.49999999999995
4183,95,29.999999999999936
4124,6,29.499999999999936
9355,8,29.999999999999936
RRX,61,24.399999999999956
CCU,7,12.1
BA,2,29.999999999999936
8595,87,29.999999999999936
BP,2,29.999999999999936
ABVC,19,29.999999999999936
DECK,61,26.799999999999947
5284,17,23.59999999999996
CMC,81,20.39999999999997
8918,94,29.999999999999936
WHLM,75,29.999999999999936
ATO,15,29.999999999999936
CXW,55,29.799999999999937
6078,48,23.799999999999958
KFRC,36,25.199999999999953
2321,12,29.999999999999936
8462,24,28.59999999999994
IOT,100,20.19999999999997
8137,2,16.499999999999986
RBOT,6,14.199999999999992
SPRY,5,28.79999999999994
WEAV,14,29.999999999999936
FDS,13,29.999999999999936
VIOT,45,29.999999999999936
6016,6,24.09999999999996
PTEN,20,29.999999999999936
AREC,75,29.999999999999936
4690,89,16.399999999999984
4687,3,24.499999999999957
SRPT,82,24.499999999999957
IESC,50,20.89999999999997
VIRI,73,29.999999999999936
3418,15,21.699999999999967
9962,7,22.599999999999962
NETI,10,29.999999999999936
ONTX,2,23.499999999999957
PACW,74,13.599999999999994
